Real Incli,Real Orient,Time,Target Incli,Target Orient
4.400446209926032,338.289625308213,0.027919833000851213,40,5
3.3003430525933455,0.22439347440640725,0.054876079000678146,40,5
3.127319741144621,24.768994280962072,0.08187669300059497,40,5
3.091320008749877,39.20277639872193,0.10973348100014846,40,5
3.19438598212246,51.85357207592168,0.13790580200111435,40,5
3.7475131662556134,47.88395891993242,0.16591652700117265,40,5
4.000139896958983,45.391583770067825,0.19378068799960602,40,5
4.195765547682838,46.71783606186243,0.22212330799993651,40,5
4.613784299223081,43.10628039760906,0.2502347030003875,40,5
5.2431230281733505,35.74032437388448,0.2782126359998074,40,5
5.873504730941169,31.30618110295357,0.3062468040006934,40,5
6.6159667431111115,27.728833601884872,0.33470147700063535,40,5
7.588739122416749,23.38303184200121,0.3637366540006042,40,5
8.60598088656068,20.327638367055773,0.3917602710007486,40,5
9.866209955209863,18.085762418597028,0.4199158259998512,40,5
11.047971476450288,15.969658080358599,0.4475984550008434,40,5
12.147702193349152,14.062359414244117,0.47542533300111245,40,5
13.757484493923071,12.65245458867833,0.503816264001216,40,5
15.259775883175084,11.109426701358391,0.5323040090006543,40,5
16.808067843522288,9.717183131340633,0.5602446680004505,40,5
18.497480079063227,8.99646807504186,0.5882461250002962,40,5
20.172128199510563,8.256680118165017,0.6160426080004981,40,5
22.17590911036109,7.595111982203129,0.6445064010003989,40,5
24.28092594841097,7.029828163452066,0.6727091440006916,40,5
26.085397684939494,6.5059810412872565,0.7008508880007867,40,5
28.09902836700746,5.5839058659867975,0.7298681600004784,40,5
30.425122274068716,5.291557675136471,0.7582314840001345,40,5
32.96305855334612,5.427943138709807,0.7855088970009092,40,5
35.19910581860505,5.1224572829731505,0.8138553770004364,40,5
36.87688485607347,4.8841987278814445,0.8425070150005922,40,5
38.991998434913235,4.740084705625425,0.8702317570005107,40,5
40.62986848623978,4.5656298500949895,0.8985269810000318,40,5
42.01141526787655,4.38134383403946,0.9266208179997193,40,5
43.565194651197544,4.269003914507756,0.9548158819998207,40,5
44.742051099500536,4.070890374352886,0.9835797160012589,40,5
45.886338914496484,3.5328518130743296,1.0115791690004698,40,5
46.84884307952983,3.91059608750401,1.0387013199997455,40,5
47.75124014145287,3.7299354849479944,1.0657462300005136,40,5
48.71956229990982,3.7778118932579,1.0927169820006384,40,5
49.40316338615972,3.818006200234995,1.1206321170011506,40,5
50.25339568966754,3.5138736567440185,1.1474685220000538,40,5
50.89527067176906,3.49272537541803,1.1742396160007047,40,5
51.340554138306686,3.6007755329095392,1.2012171120004496,40,5
51.82987142440704,3.6629841625088546,1.227986227000656,40,5
52.139189343401995,3.5764406448396224,1.254591523000272,40,5
52.30434435651239,3.888430174119239,1.281345233999673,40,5
52.278457975431984,3.8134864122832806,1.307882133000021,40,5
52.29415632876016,3.9769141702308106,1.3348399050009903,40,5
52.03624965171592,3.9620536705072262,1.3616585210002086,40,5
51.89833171543268,4.087735157256049,1.3885663670007489,40,5
51.615316294507,4.206445238022795,1.4154951600012282,40,5
51.13569407327864,4.312442722786353,1.4425670090004132,40,5
50.87680626641103,4.435702540960976,1.46934772700115,40,5
50.130495505269664,4.4943863975688325,1.4960509040010948,40,5
49.77756386302938,4.780980309825546,1.5228051930007496,40,5
49.06471907955646,4.873651782823707,1.549433857000622,40,5
48.37320951115828,5.085123468446051,1.5762429790011083,40,5
47.537767380303116,5.247469727394442,1.6028380150000885,40,5
46.58557020628431,5.493775041678581,1.6296794400004728,40,5
45.60350381689276,5.73989184927519,1.656539221001367,40,5
