Real Incli,Real Orient,Time,Target Incli,Target Orient
15.336158437239563,7.099703873751956,0.027444816999832256,25,250
20.018466851257,9.549067820438902,0.09394672799999171,25,250
27.670398555051314,10.94700944698898,0.12139885399983541,25,250
38.07495843474195,11.383063194764233,0.14880397299975812,25,250
51.30208103751477,11.02001434328924,0.17667044500012707,25,250
67.03081438838707,9.80494797289952,0.20417606599994542,25,250
79.34449107262922,7.540250648704352,0.23179190900009417,25,250
67.44671854069695,6.337433400282198,0.2593681949997517,25,250
47.71107369562789,4.952759005197765,0.28705269700003555,25,250
30.28944123349407,0.9026493076590462,0.31464664599980097,25,250
17.170585015642885,353.047257063736,0.34228065600018454,25,250
8.480604838777843,337.7244627743966,0.36982021799985887,25,250
4.831390963734601,290.5015472803541,0.3970991109999886,25,250
6.205000163875397,248.45824159195658,0.42469135900000765,25,250
7.426399475002691,232.49127008950842,0.4525564900000063,25,250
9.019386616717098,223.06228626746653,0.48011765799992645,25,250
10.742185302377898,215.69763373781475,0.5075953509999636,25,250
12.318624120852864,214.14219652602,0.535342996000054,25,250
13.244129372916948,215.3068427257139,0.5628050350001104,25,250
14.026837386561468,216.97076627019337,0.5905139309998049,25,250
15.052526947095567,219.33339037690382,0.6185252229997786,25,250
15.809995997656777,221.81399725582864,0.645729179999762,25,250
16.391100741372554,225.72429028371045,0.6734236209999835,25,250
17.21673274167892,229.27934736129814,0.7014257760001783,25,250
18.392202240510397,232.7747730948033,0.7290310749999662,25,250
18.38726618836632,235.05164368372914,0.7567434279999361,25,250
18.146747510993876,240.07766695704166,0.7847334399998545,25,250
18.15526482348857,244.64558574808234,0.8126023889999487,25,250
18.146766428544787,248.48631820101426,0.840421385999889,25,250
19.245704603942247,253.34451064747867,0.8685503649999191,25,250
20.3353703986252,256.1274196992738,0.8967880079999304,25,250
21.707077082983538,258.8023203488634,0.9251055740000993,25,250
22.568286829728404,260.5934274887615,0.9533766449999348,25,250
23.604831958542135,261.79269788677885,0.9812846059999174,25,250
24.6289259607082,262.6233935221936,1.0089177029999519,25,250
25.280984647402665,262.9533215974065,1.0367910780000784,25,250
26.274734968436004,263.285516396278,1.0643718709998211,25,250
27.03833477726467,262.8547870934595,1.0925101110001378,25,250
27.857331061396714,262.36807044111265,1.1203848139998627,25,250
28.324146150803966,261.7873063120431,1.1484758719998354,25,250
29.151147611421074,260.84679450297784,1.1764739989998816,25,250
29.785636676641616,259.6965274702416,1.2044670519999272,25,250
30.483394891604753,258.649570569814,1.2326659870000185,25,250
31.04096041155568,257.2029890956532,1.26082119900002,25,250
31.613885134854282,255.61116579808828,1.2884923599999638,25,250
32.22029878334018,253.91011768795556,1.3166901969998435,25,250
32.893241052817,252.0162263850033,1.3447438670000338,25,250
33.13706153446223,250.0047225469253,1.372600268000042,25,250
33.58328236186213,248.7275595987221,1.4005826570000863,25,250
33.41035156064677,247.16444499379463,1.4284863439997935,25,250
32.85724135863151,245.81522690359532,1.4564883560001363,25,250
32.126640111409905,244.8867697526262,1.4845113040000797,25,250
31.126781078742955,243.55675669317623,1.512754072000007,25,250
30.185264953060404,242.18067958887542,1.5405250069998147,25,250
28.882496013768915,240.8108762804373,1.568179045999841,25,250
27.555782159100414,239.21504780593227,1.5961166920001233,25,250
26.355634850304753,237.45879342204475,1.624095290999776,25,250
25.48193502766757,236.23259439228423,1.6520329929999207,25,250
24.50619964701966,235.21209946212167,1.6796739940000407,25,250
23.788387864758942,234.78429930975489,1.7078622859999086,25,250
23.116282998354567,234.36409019607908,1.7361976339998364,25,250
22.563747028529843,234.25940239708217,1.764375414999904,25,250
22.119089776930092,234.87723643684143,1.7921210720001,25,250
21.64594124900324,235.66798675077638,1.8201452280000012,25,250
21.373780498318705,236.99495917068842,1.8482044229999701,25,250
21.035493601283164,238.5181520959867,1.8759572539997862,25,250
20.939817697645363,240.69207888261246,1.903905820000091,25,250
20.83872603673887,242.9831298811991,1.9324731609999617,25,250
20.95735912402288,245.6973328725152,1.9603702449999219,25,250
21.280295832484793,247.93245963394259,1.9885995459999322,25,250
21.825115743311738,249.78615888700693,2.0169902899997396,25,250
22.48619666520205,251.67491733380882,2.0452301529999204,25,250
23.2143458348992,253.19228815695706,2.0733312120000846,25,250
23.789902054066363,254.2618972224197,2.1011479610001516,25,250
24.19370362986426,255.1918092848856,2.12946510699976,25,250
24.56539360140337,255.8856492626254,2.1576656170000206,25,250
24.857939717871194,256.05070349046423,2.1857053809999343,25,250
25.104983842518088,256.1038304037963,2.213620276999791,25,250
25.30450044179514,255.8080997190044,2.241717306999817,25,250
25.557466006117597,255.26438377290197,2.2697518189997936,25,250
25.666940242313686,254.31035145054307,2.297604622000108,25,250
25.71661918661306,253.16717168704065,2.325906514000053,25,250
25.931123564514806,251.82436668137169,2.354008631999932,25,250
26.031606161946584,250.03094749877732,2.3822044079997795,25,250
26.26113576979654,248.1780954389671,2.4101621290001276,25,250
26.405672322478306,245.91570386447472,2.438191910000114,25,250
26.62531056799384,243.48093734898399,2.466213992000121,25,250
26.65676010825178,240.89346975615615,2.4943296860001283,25,250
26.58063726223112,238.5630533294973,2.522389600999759,25,250
26.536368687422137,236.66633848714463,2.5506597560001865,25,250
