Inclination,Orientation,M1,M2,M3
3.9039271904758666,82.82600328955382,0.0015339808018957047,0.004857605872669732,0.0033236250707740266
1.4258662549745573,104.29236194375632,-0.022498385094470334,0.025822010165244363,0.025566346698261744
1.1481016177929495,153.67001448060088,-0.05790777527156285,0.059825251273932484,0.059825251273932484
1.082045052713098,188.87702916932975,-0.10929613213506896,0.1071229926657167,0.10635600226476885
0.497602526980021,290.894556057374,-0.17410682101516248,0.1727006719467581,0.1421488876423353
1.0418220767594324,323.1279667952075,-0.25233984191184344,0.23380424055560364,0.16221846980047078
1.9807081459782199,323.29136206323227,-0.3416942236222682,0.27650003954170077,0.1686100564750362
3.160538425029361,329.92983233423683,-0.44817805762052837,0.3053900113107365,0.1686100564750362
3.80518089939448,327.8204073193708,-0.5689790457698152,0.3190680067943066,0.16503076793727955
4.0995560327168,331.616603862712,-0.7076764766078851,0.3222638001315893,0.16451944100331434
6.217478358809409,339.7902761937308,-0.8590292490615946,0.3177896894593935,0.16797089780757965
3.804460561421845,334.42275337565405,-1.023165194864435,0.31932367026128916,0.16784306607408836
4.603318223184584,339.7258507988089,-1.182954861728571,0.3211133145301675,0.1641359458028404
3.7507571528934434,333.42119203582143,-1.3254872445713801,0.3211133145301675,0.16771523434059704
3.6492857465963393,335.45413770021156,-1.4570260983339367,0.3197071654617631,0.16784306607408836
3.7263077512686116,335.0892540385815,-1.5715633315421493,0.31881234332732394,0.16630908527219265
3.3123904002493,334.9526291716028,-1.6721669057998094,0.31881234332732394,0.1656699266047361
3.4693456762564137,335.908965171865,-1.7580698307059688,0.32021849239572836,0.16618125353870133
3.2304776137615336,332.6427378747928,-1.8309339187960147,0.3212411462636588,0.16771523434059704
3.4913034505122087,335.01310516730985,-1.889353021001543,0.3211133145301675,0.16758740260710572
3.3930445566707808,334.50519664299077,-1.9333271373225531,0.31894017506081523,0.16541426313775348
3.557896009194224,334.97853280595524,-1.961450118690641,0.31868451159383265,0.16618125353870133
3.2881903874745992,332.4086180918318,-1.9756394411081764,0.32047415586271094,0.16809872954107097
3.4508800586771837,335.82032492784265,-1.9765342632426155,0.3209854827966762,0.16541426313775348
3.5353516471677984,333.89836494699364,-1.9746167872402458,0.32085765106318487,0.16618125353870133
3.458340737601461,333.09968314766104,-1.9752559459077024,0.3195793337282718,0.16784306607408836
3.525462246925739,334.6677274024027,-1.9760229363086501,0.3185566798603413,0.16771523434059704
3.4317503994407685,335.0851296336289,-1.9741054603062806,0.3194515019947805,0.1652864314042622
3.4631033783074336,335.1456104858447,-1.9756394411081764,0.32085765106318487,0.16643691700568394
3.3866409567830362,332.73546913587825,-1.9760229363086501,0.3209854827966762,0.16809872954107097
3.484207288629005,334.73353142403596,-1.9744889555067544,0.3195793337282718,0.16490293620378826
3.4622641520935185,334.2459373329372,-1.9753837776411938,0.31868451159383265,0.16669258047266658
3.381284006299308,333.3169353646101,-1.975511609374685,0.3194515019947805,0.16771523434059704
3.4718576187234387,334.9280099352888,-1.9747446189737372,0.3206019875962023,0.16669258047266658
3.41724570734885,334.3938595553973,-1.9753837776411938,0.3207298193296936,0.1657977583382274
3.5172966640095087,335.20388730766535,-1.9756394411081764,0.3206019875962023,0.16618125353870133
3.4272909783153116,334.48876848070813,-1.9753837776411938,0.31919583852779787,0.16797089780757965
3.4403667387158303,334.8712306486881,-1.9746167872402458,0.31894017506081523,0.16758740260710572
3.4421858754873917,335.0867635545966,-1.9753837776411938,0.3194515019947805,0.1656699266047361
3.4252106999257257,334.51607171670094,-1.975895104575159,0.32085765106318487,0.16618125353870133
3.409854444878468,333.9825845408204,-1.9746167872402458,0.32085765106318487,0.16745957087361443
3.4224394457459524,334.2817700505828,-1.9747446189737372,0.320090660662237,0.16745957087361443
3.456661415298926,333.9994643399098,-1.9760229363086501,0.3190680067943066,0.1656699266047361
3.4181990680828047,333.8217602493428,-1.9742332920397718,0.3190680067943066,0.1657977583382274
3.3760928924501346,333.20356680407184,-1.9752559459077024,0.31983499719525443,0.16809872954107097
3.373960124655572,333.5906134287476,-1.976278599775633,0.3211133145301675,0.16682041220615787
