M1_R,M2_R,M3_R
-0.16309663281478282,1.1163235967184058,-0.8438603141495822
0.2972807994535442,0.7072151975798674,-0.9249292657719574
0.326651440894076,0.6000123001040402,-0.8601775966212699
0.2927929982258002,0.5809340067029917,-0.8139060383518826
-0.03343931525733996,0.8273444697799619,-0.7270040812501019
-0.48694972590830504,0.8735452334165352,-0.3256401652987607
-0.5790660322165797,0.6833276949603613,-0.059858673977611146
-0.5032449222988964,0.505885034625739,0.025452214094906927
-0.460676968867646,0.45574226910183313,0.02811703745565668
-0.4857487730152283,0.521117619027285,-0.007400647672137431
-0.5004492405160527,0.5831468360031131,-0.05002145833791729
-0.5224757292860214,0.6510429396911531,-0.08972655388845158
-0.5491306462129723,0.6744279829533842,-0.08323674592075188
-0.5557206756705056,0.6638448057873033,-0.0665802509285769
-0.5569666777456935,0.6594261047900499,-0.061199223178244076
-0.5745035314564555,0.6664469579566329,-0.04915023624835202
-0.5864044120542644,0.6933054925358741,-0.06126063294810307
-0.5830878959350818,0.6878371361664914,-0.05974873861352127
-0.585774916221693,0.6802582605623814,-0.04994038240486037
-0.586553669872331,0.704099096827124,-0.07099332743807875
-0.5832708082105915,0.6910255397193152,-0.06248182552497629
-0.5838720892923451,0.6565392121450823,-0.030081460804858125
-0.5840601235330573,0.6621350928584258,-0.03505276987934527
-0.5757206433319152,0.7026271980454503,-0.0810778101302897
-0.5811415548247404,0.7016244316352053,-0.07444302805630611
-0.5772160144088545,0.6640074385585663,-0.044031219690919235
-0.5891341253035152,0.6570753491761352,-0.02499209705998117
-0.5918945058967805,0.6840021646992626,-0.04690237266202768
-0.5895372993418665,0.6910467572298757,-0.05587307988104311
-0.5930900423994271,0.6615729647596645,-0.024949431004104808
-0.5998966354949018,0.658994458485043,-0.015325884578608874
-0.6007788312713621,0.6834684203098458,-0.03698650437785099
-0.5864893830426466,0.695135019032618,-0.06284887048067468
-0.5945927130951947,0.7016180126857692,-0.06022006968118789
-0.6023603644080363,0.6917722035281609,-0.04294842040289191
-0.5969906313493555,0.6662245536332008,-0.02510390645675649
-0.5845061801514126,0.6762202033871201,-0.047567437406948763
-0.5766349140110538,0.6755188376500423,-0.055249654082502646
-0.5851593437621316,0.6772674337524214,-0.047839875955635325
-0.5839862147440068,0.6772436182443387,-0.049060025798882606
-0.5701860769907495,0.6806574420108202,-0.06678306143365065
-0.5661483011509304,0.6849017293374906,-0.07493493153161339
-0.5728955987724211,0.7000824232441314,-0.08172772988616159
-0.5736767678427739,0.6940113360245274,-0.07534769228743163
-0.5543192989477039,0.6897643336341874,-0.09183324516624045
-0.5443058832882174,0.6944813737398243,-0.10664805897751924
-0.5388915181353324,0.7013182446714433,-0.11854895922198427
-0.5342158269156815,0.7046379578020893,-0.1264569000910073
-0.5263552224104702,0.7088421213624844,-0.13847810515643655
-0.5158258325050133,0.7067439977410619,-0.14753494038917297
-0.5148663148392685,0.7089367707205747,-0.1505216263666569
-0.5158785634590952,0.705348608445609,-0.14621377761543974
-0.5146045454939275,0.7055625458023707,-0.14773283637726958
-0.508764438804415,0.7126514005902406,-0.16022517874966993
-0.5117699447567724,0.7095660990412743,-0.15430966706975618
-0.5181026440356016,0.7054108631292736,-0.1439564907935731
-0.5238270564865102,0.7161019418854233,-0.14769701244405653
-0.5215010319598719,0.7144186578901471,-0.14859179993668234
-0.5243638996051488,0.7020607314565152,-0.13439195766708534
-0.5285033634026078,0.7021914780020584,-0.13019417767287014
-0.5388713015480265,0.705042869346302,-0.12196115622635613
-0.5420113874448074,0.7017754312524852,-0.11570186518781253
-0.5387414893667188,0.7010032812960413,-0.11841896714266131
-0.5438361839565663,0.6997993162524654,-0.11199094229189607
-0.5576011805156852,0.6955864893833631,-0.09370884626592063
-0.560960656210837,0.6920524206369469,-0.0869457802820832
-0.5611723739467569,0.6921944650970001,-0.08685307019890437
-0.5652789743818852,0.6864186911015058,-0.07724145333333808
-0.5750017196229533,0.6829511942993117,-0.06380637857625968
-0.5855429492909181,0.6816341338509596,-0.051451504781038986
-0.5828051176738006,0.682845175090182,-0.055461953981453906
-0.5842342623850749,0.6727910586545274,-0.044697205632378174
-0.5930933626182193,0.6683140133200577,-0.031173727380189992
-0.6015746702400494,0.6661706206526619,-0.02017944437267592
-0.6041949628270683,0.6555985353928548,-0.007602197599748246
-0.6034973621315597,0.6501619385105167,-0.0033033587890512603
-0.6090896806927913,0.6497130223296472,0.003079290259201139
-0.6155827955749854,0.6378444765973286,0.021061010059642858
-0.6215479906848377,0.6319073479529186,0.0329901031606145
-0.6203119402294515,0.6388644129886089,0.025174495052319255
-0.6252610947335937,0.6359208125429979,0.03322606571879097
-0.6275801866807258,0.6176497766379911,0.052807084496103295
-0.6320281186716732,0.6144494840224886,0.06059541827022704
-0.6351274578137188,0.6185329661212009,0.0601018150279302
-0.639762083364073,0.6192306893220573,0.06444165369810048
-0.6373172738508314,0.6135931855430317,0.06709861845785378
-0.6366261927036001,0.5999979065432055,0.07914224272190026
-0.6408567256975977,0.5952105084798692,0.08822645470002871
-0.6441722170313827,0.5988601174571724,0.0883685985017962
-0.6449626738188267,0.6012750425066514,0.0869462324256195
-0.6424291715468023,0.5925450528679279,0.09244307648031543
-0.6441562961787636,0.5817688714679786,0.10450240978172343
-0.6506660135031693,0.5796449293007719,0.11357358765911298
-0.6491234962608778,0.5808771426179868,0.11073205822248894
-0.6442020156681161,0.5746919618414175,0.11125764143324976
-0.6493138490550375,0.5724224537178794,0.11895754642902243
-0.6531964406228727,0.5702764507656363,0.12521384356393248
-0.6500087353657779,0.5610217542295114,0.13055024505199003
-0.6430906860970766,0.5459297639936552,0.1374120673725725
-0.6433910831317468,0.5465807187609926,0.1371175345026074
-0.6949166139806254,0.3626302054928455,0.37384238615807164
-0.6877856622022808,0.3460727251713339,0.3824372129754924
-0.6684695370898647,0.3737100707443947,0.3331946220173888
-0.6178424168105059,0.4012765114549869,0.24991412941542349
-0.6009645471197542,0.4262508288289241,0.20698650123959986
-0.6072644624307524,0.4412646536202829,0.19923620661112573
-0.6096606637237417,0.4321623462222868,0.21071665533343678
-0.6180771325408704,0.4230542866661819,0.22881979127563026
-0.6173324983155986,0.4191831264675782,0.23179139453195668
-0.6155410416398469,0.41308177107208116,0.2358031576185125
-0.6234230703720832,0.41111181656676116,0.24638491719730224
-0.6318331216454335,0.4108934654793237,0.2558469663065132
-0.6312175570162709,0.40586811822821084,0.26010891161959
-0.6228314969789698,0.39207638386732446,0.26445432501408345
-0.635474665681351,0.3944743410282691,0.2760246392213412
-0.6362671768224308,0.38747146231086305,0.2838141252394532
-0.6333783335267411,0.38535855645066136,0.28271169914393895
-0.6348740829940422,0.3830200857985082,0.2866758072351389
-0.6435367815906428,0.3821394463623182,0.29712847501563916
-0.6421644915308936,0.37859011435746714,0.2991251202987181
-0.6393781259004464,0.3815035709838979,0.2931557501734427
-0.639216799317956,0.37888407620048,0.29557115511693943
-0.6387282761159236,0.3679230037139829,0.3059005935493037
-0.6423448639199525,0.3692999083831489,0.3085408886365087
-0.6402939733050959,0.36981917447104645,0.3057525536813112
-0.6435129838297526,0.3686437347653914,0.31048766767269526
-0.6450455879379186,0.36227375811913853,0.31852094361657113
-0.6473259411532685,0.3626541745390421,0.3206743037246389
-0.6454511991203888,0.3652813122222346,0.31597956176573266
-0.6411944370466242,0.3590807285869844,0.31742454592877006
-0.6395588655245938,0.3515335552329985,0.32312645954022906
-0.6459980022444463,0.3561224477168864,0.3257039018598452
-0.6467690117145781,0.3590274398242316,0.32366640941684255
-0.6417837856213612,0.35738185089566865,0.31976970590903175
-0.6384503487086729,0.3491090170403448,0.32431315243227965
-0.6360815341922907,0.3413753831605317,0.3294006303596587
-0.6342196842513564,0.34074390986749137,0.32796416878733137
-0.6390760613605354,0.3472261234025912,0.3268858738529377
-0.6368890851366109,0.3445034117191975,0.3271744745654111
-0.6351530671805597,0.3396810152617468,0.3300619412851151
-0.6413114106270742,0.34081219970768006,0.33577423265046963
-0.6434810801085792,0.3476867519382092,0.3313200217536655
-0.6372290229661588,0.3419133045489174,0.33013774674080554
-0.6392731405513825,0.34134030863842446,0.33298095066559735
-0.6477226629614167,0.3481663904294027,0.3355578521083275
-0.6446358638814325,0.34608246157521794,0.33420554594032054
-0.637428529568944,0.3385140616846523,0.33375540140847026
-0.6376903346784928,0.3373145051553224,0.3352454132056418
-0.6433335350484651,0.3405019018033174,0.338333192431505
-0.6402300670279923,0.3397118039429155,0.33567187762127376
-0.6363764448745202,0.33666417998044446,0.33443557630316806
-0.6378941455921515,0.33621920505807396,0.3365671266541287
-0.6394087196409104,0.3332772689329522,0.3411945172163999
-0.6431116241468663,0.3370769010243836,0.34151174810168694
-0.6427599668392125,0.34160093938157,0.33659666741753674
-0.6436756591529775,0.3399556943358012,0.3392599062719313
-0.6375885762802339,0.32941700849018146,0.3430349933489358
-0.6427020270939845,0.3324941091010524,0.3456432773297854
-0.6427374706082789,0.338304675343438,0.3398672597826378
-0.6419536243238562,0.33614035030239153,0.3411603432778021
-0.6341270899590075,0.32461696131186324,0.3439943310520546
-0.6399304113681427,0.3347720070114729,0.34027888615164936
-0.6446292449290121,0.34227780297429156,0.33799932561243357
-0.639444404447187,0.3358400252585193,0.33866987028738577
-0.6334671593373796,0.3293139994768281,0.3385559817751409
-0.6335585157796496,0.32803045900773836,0.33994260670752946
-0.6438600024946246,0.34082745701130995,0.3385933711349415
-0.6415214650445026,0.3400850732248948,0.33673456695445014
-0.6302015432066476,0.3246411735026967,0.3396066921889993
-0.626938218117729,0.3240617647920155,0.33656259999646887
-0.6400078729643228,0.3402781079003697,0.33485888633458893
-0.6382015210929558,0.33881389059093625,0.33431467404460014
-0.6292545933383038,0.3308013550816609,0.33238907173189525
-0.6262111625394866,0.32556955638018115,0.3342458909041988
-0.6368737476899137,0.3371849563242324,0.33446750534660286
-0.6366261547255135,0.3373330531884745,0.3340443590221061
-0.6249581523039731,0.32218546659011743,0.3362436070610606
-0.6222228655430616,0.3172463319256768,0.33815654599336137
-0.634000657046919,0.3308412380678181,0.3376201875491728
-0.6334335123109581,0.3304677074411109,0.33736381988946906
-0.6295143267042853,0.32355133095857136,0.3399349849007241
-0.6274530209859822,0.3176492181752225,0.34356106192492325
-0.6250984178308033,0.3192053089409687,0.33938532857426584
-0.6230097064535658,0.32137328003466725,0.33489467939519835
-0.6253925894583435,0.32157066236196197,0.3373417282253984
-0.6265066510600957,0.3164265124302286,0.343735911272505
-0.6250787026283883,0.3195547854574381,0.339013167493958
-0.6250346920755409,0.3199588024954339,0.33855940379153765
-0.6282436911109789,0.32101111349327816,0.34106883500282326
-0.6239753242955252,0.31632041420300766,0.3410304885969222
-0.6232401662791905,0.3151691581584348,0.34136872354396836
-0.6308878317745028,0.3213797190187397,0.34363778809762485
-0.6281620241582101,0.3200541773531804,0.34193733362324175
-0.6214375626716682,0.31274929450530153,0.3417946643266386
-0.6254690668268115,0.3183190115360869,0.34068539844390905
-0.6350776432343728,0.3273643625454476,0.3422985320878241
-0.6355597280880464,0.3270008806782102,0.34319874802946926
-0.6296608395621398,0.32199626935283027,0.3416560474958385
-0.6246267909359278,0.3172152830510772,0.34085661237684206
-0.6275973970405938,0.31834921390705,0.3430194680911513
-0.5891841204105139,0.11349705129530221,0.5098483468687738
-0.5839389486952268,0.10812038351061004,0.5095588774215967
-0.5877292036965793,0.16206604741810707,0.45768669259239786
-0.5658006640480611,0.20085562626363476,0.3933327683862675
