M1_R,M2_R,M3_R
-0.03855778799301589,0.3343556715693043,-0.2850776903361483
-0.1930509483835364,1.1855299805336728,-0.8711672674721744
-0.5007715440053732,2.73740657662946,-1.6585137835833588
-0.826438038543034,5.298702986310996,-2.535551112771646
-0.7146055369809091,8.764214228560474,-3.231532532069801
-0.9099184047098735,7.945713401593549,-3.020347426923339
-0.8200990566576117,3.7796854955116217,-1.9305389296191795
-0.13351378579443343,0.8535600802224452,-0.6552607377788887
-0.2598083547453722,-0.18495274240963697,0.46213352668860436
-0.29229648208051184,0.20194859804781093,0.09783034555533182
0.0424790440759877,-0.041811471608302134,-0.00047179796107090264
0.2029510215830413,-0.22225440261704094,0.02432753728770498
0.28456558303686397,-0.3277191336679654,0.05369248908933149
0.30164397715701446,-0.36287968847617325,0.07380559439497285
0.30114903963941625,-0.3776918235887789,0.08984530642354759
0.3020509275231334,-0.38325607833844105,0.0948215948166887
0.2938697419080329,-0.37413544159248674,0.09321622849908998
0.28946172626573075,-0.36638589848891046,0.08937818386009702
0.2798164615846221,-0.35539787080450636,0.08727537999410233
0.27705793798708905,-0.35495463597052546,0.08951044670770279
0.2711684158970359,-0.34399596428435614,0.08378666690348138
0.2509257200517876,-0.3193152956663584,0.07781105231311566
0.2482672700230709,-0.31575304682214,0.07670001239931454
0.24690847529809018,-0.31421080214041247,0.07642361998956891
0.24452722023382556,-0.312222608451792,0.07668578203588845
0.23950418690474531,-0.3027280358594308,0.07171792168059188
0.2371978062994726,-0.2989427632189439,0.07003984401891496
0.232877397251171,-0.29571712756446633,0.07092388054239165
0.22874225171172385,-0.2887355157646547,0.06772293540629172
0.23077191058209406,-0.2922915989565682,0.06942748490092508
0.22770841524061708,-0.28802899503163404,0.06800389577755495
0.22969044057532018,-0.28768665083722667,0.06570165877890244
0.23423586417443004,-0.29636011726102973,0.0702591753900784
0.23024942925149194,-0.2920367734307466,0.06967556455587195
0.23990253057131036,-0.3034602380962895,0.07208970650641061
0.24065358894849775,-0.30454354780197374,0.07248125846129541
0.24959765535816403,-0.3149931722530906,0.07460235131382899
0.25753789074270184,-0.32693932367500605,0.07929248366515497
0.2625919222042959,-0.33275313437237836,0.08041835698007462
0.2787516216223649,-0.3557612250127108,0.08869884140725828
0.2856478759719488,-0.3649441037957322,0.09159336762189967
0.30053563917346127,-0.38235600290455946,0.09535410321471077
0.31344752889126504,-0.4023022857465586,0.10378018960643942
0.33285580223739136,-0.42910151320113554,0.113202707683963
0.35174436430102096,-0.4557128852483289,0.12306386292795578
0.3672210002308654,-0.4787423723130671,0.13254923196624
0.387653134999051,-0.5080689753882471,0.14406370602067553
0.41481194537488736,-0.5457832058799803,0.15824627950033604
0.43879921146541184,-0.5806831100177691,0.17271729095193522
0.4593735320086659,-0.6098121775636393,0.18443159525140573
0.47222234972800375,-0.624491183161098,0.18799275415028077
0.4843529173321887,-0.6408818319465152,0.19416499377401703
0.489314203622902,-0.6505626382698172,0.19996553875372394
0.490542400599374,-0.6525015065548726,0.20090242602701988
0.4897206190626015,-0.6495458360383788,0.1984583159716203
0.48599862277505407,-0.6426194513740516,0.1944744129253222
0.4795894539024694,-0.6324066149333819,0.1895071479955123
0.4727907538827689,-0.623758832970261,0.1866433713247607
0.46187898970549385,-0.6094128748687174,0.1815694708781111
0.4490133005657115,-0.587701028649677,0.17042933784363953
0.43262525008879854,-0.564911448350008,0.16162319055674096
0.4167730079507753,-0.5454974009328527,0.15603377041974922
0.40305191406125446,-0.5252505654013012,0.1475517522560246
0.3900234297725424,-0.5033814714762335,0.13673280463697937
0.37218810431807964,-0.4789773689145913,0.12796610907139794
0.3513249753359862,-0.45186166391394733,0.11937389390139262
0.3337122705791519,-0.4279126242920757,0.11110675904167325
0.3132964795230338,-0.40028405837841186,0.10179606516245679
0.2990772747185878,-0.3790332567015818,0.09328058147253579
0.2794606611682404,-0.35280190560565117,0.08490041501199372
0.25769012161297455,-0.32517862173833895,0.07730344197387069
0.2365071707937863,-0.2975703555941089,0.06928917142201563
0.21808238012618247,-0.27184471278623146,0.06065782022897691
0.2007031337903706,-0.24929784794954268,0.05440203140639926
0.1829363642286227,-0.22635825508033208,0.04821741125240817
0.16122772078965755,-0.19862945711772548,0.04110119087869812
0.1365348122254537,-0.1678222452618719,0.03393001539064855
0.11941415417285542,-0.14558948050075182,0.028172789652272445
0.10180726981345867,-0.1236300269317075,0.02326592296979342
0.08076938237454846,-0.0979142457036393,0.01805057332049814
0.059820834736118864,-0.07197836030129126,0.012649010857897108
0.04050197474137357,-0.0482686168986954,0.00798893224387335
0.02359802500463159,-0.02793353482457914,0.00441026236121565
0.007974991637063398,-0.009362656679612336,0.0013961072968590941
-0.012787867859349772,0.015033258540421745,-0.002223654079109166
-0.032368406872331265,0.03774792926404856,-0.005241759910879795
-0.049011394694478475,0.056472045903289435,-0.007149742751549466
-0.06312498536535756,0.07212023694386654,-0.008485104312800234
-0.07880605769873006,0.08957255483376371,-0.009976698382818672
-0.09848527283966398,0.11105293265820318,-0.011346534056950058
-0.1128341657997561,0.1262289028732309,-0.011807516226514958
-0.13104157122518523,0.1449996837053662,-0.011845628875167397
-0.1456180211426572,0.16072070257415152,-0.01250226633415956
-0.16010771555875236,0.175321387267677,-0.012099346283220505
-0.17357871795765817,0.18734323466463182,-0.01016463096888025
-0.18821319164327507,0.20057899925047978,-0.008193245801979554
-0.20515217702907848,0.21655366490959715,-0.00649595998824227
-0.2197438798641333,0.2315019106684396,-0.006142057997008485
-0.2327926695895407,0.24478213814403363,-0.0056998681338041954
-0.24478187334602533,0.25313077608358514,-0.0015164077390268543
-0.2927680525418885,0.19656360773472156,0.10364845251261177
-0.31096828061501536,0.20564498183800034,0.11369435851568901
-0.3054662323606798,0.21626203516286108,0.09744615762830033
-0.25860038873427754,0.19373899409054807,0.07089153689810318
-0.24912697448577964,0.19146418940565374,0.06332363539832345
-0.26590586237468666,0.20518158466267172,0.06718891409017543
-0.28401965261294093,0.21722719961113465,0.0741404856685826
-0.3010457951651387,0.22546608179160238,0.08376132805395424
-0.31741853424197214,0.23536735346812998,0.09111302434295238
-0.33277842349536213,0.24482034384466672,0.09789093825349846
-0.3412575629555249,0.24858948843835807,0.10307574728291452
-0.3582718516683382,0.25732131958284576,0.11236775746455045
-0.3698993692505814,0.2613588569367203,0.12064596198198167
-0.3762691463510698,0.2649197018564279,0.12386340092514535
-0.3931670477708747,0.27250618044196623,0.13426384472840033
-0.406943699888371,0.283323547725034,0.13822123794640437
-0.4160649256816277,0.2834435753839101,0.14779063978310492
-0.41932539250150597,0.28124041058567545,0.15342939548237314
-0.43018484606478674,0.2857601532937946,0.1605416902139257
-0.4438654965151031,0.29247640833274247,0.16852369603909978
-0.45525835904176754,0.2994395638743614,0.1738453471703581
-0.45801313294545026,0.29741015763626955,0.17879764313431482
-0.46473259054380806,0.2951688129937829,0.18821740955866811
-0.47526742217181606,0.2994969030550683,0.19526045174784906
-0.48452244441105075,0.3052326251907297,0.19955373873809823
-0.48956596823044835,0.3067062985617422,0.20353235404532924
-0.49567930168147145,0.30517318247196534,0.2116445820454099
-0.5003931507942582,0.3017314694840345,0.2201460393794464
-0.5095823815497063,0.30882258191253875,0.2230654102060154
-0.5191879928789351,0.31172583540350907,0.2305998974376521
-0.5219237159588788,0.3114448708029623,0.23384697603446175
-0.5248831387213608,0.306701675994298,0.24176627961859976
-0.5301022823025299,0.30669346467182984,0.24744996584217763
-0.5428517006675647,0.31317747657987166,0.2548967301293888
-0.5486479160459745,0.3160038106298032,0.25841264508126466
-0.5499730448901285,0.313819718829886,0.26203002219247723
-0.5529215000007086,0.3113617232184695,0.2676963732216042
-0.5576492631302589,0.3085240552823409,0.2756936410849201
-0.5601728437224806,0.31186626346358254,0.27512751891354786
-0.5693255206562796,0.31597730677954344,0.2810629102538837
-0.5673253760659166,0.3104124568101744,0.2844147114291954
-0.5710602129522064,0.3104289110102239,0.28849679480886964
-0.5774685171037827,0.3068081874074232,0.2991532930753212
-0.576644901222838,0.3088500606747232,0.2962080767988736
-0.5786973500049181,0.30995821335542645,0.29735844274454587
-0.579695959446791,0.30553886202547076,0.30287263662909236
-0.58905197438072,0.3084276848230957,0.31029070944342646
-0.5957997071152547,0.3097587241187711,0.3164043958090275
-0.5953337188883092,0.30568464698993864,0.3199687246918659
-0.5910851198740122,0.3050027780353784,0.3159608682420848
-0.5989760336289789,0.3014217208385026,0.32826747390370437
-0.6040739700268664,0.29869203394162086,0.3366498871046086
-0.6053979109117424,0.30101724172855343,0.3357815130248798
-0.6087230317700985,0.30407816189873627,0.3363928610375207
-0.6110930988052702,0.303462699909483,0.3396379671835763
-0.6119439247433796,0.29905746904421376,0.34500768126672654
-0.6121743498536072,0.2951306647480838,0.34921274096729227
-0.6205818520245027,0.29759059882087896,0.35607856143109295
-0.621774812826364,0.30163173303551144,0.35333836860412804
-0.6231944427161052,0.29760580221192506,0.35896939576090653
-0.6183762518179613,0.2885031252439176,0.362781907981596
-0.625215363854382,0.2868179693598265,0.37209865352638705
-0.6286638342065579,0.29002491071050257,0.3727052640311334
-0.6271992947280852,0.29331786188664133,0.36775010292362265
-0.6309973844839881,0.2928847414688027,0.37242114148916966
-0.6306467381560616,0.28360989743262915,0.3813992611160521
-0.6283537778088902,0.28246144574371,0.3800012094154567
-0.6350388177486873,0.2888022737719905,0.3810545589023606
-0.6359384145803385,0.28937732029325863,0.3814782310076524
-0.6376241570062404,0.2871471475097655,0.3856165119162049
-0.639018722959884,0.2817344451376611,0.39265400589223626
-0.6383439825257601,0.28004260904544825,0.39361277873124234
-0.6386291207138338,0.2799529139856286,0.39402269761150094
-0.6449586609915724,0.2863441581189777,0.39463468624408776
-0.646365786408476,0.2813878462703705,0.40123253440576245
-0.6407130203336386,0.2764019760968133,0.3999551159931157
-0.6428890943018325,0.2758722680654221,0.4029303090095424
-0.6441919106143565,0.2794978603131074,0.4007126761675959
-0.6485861861092713,0.2839547958902904,0.4011193767970306
-0.6511018631742758,0.2787669761117158,0.4092031098906896
-0.6475748408567316,0.275470643035108,0.4085918209813479
-0.6468554303177704,0.2746146501440134,0.40865394403717564
-0.6458923286437943,0.27038581497852177,0.41186946087965987
-0.6508996635560175,0.2776702282047875,0.41008954248888096
-0.6566915946490777,0.2780153024709148,0.41624451689720177
-0.6561601653322177,0.2732590445575116,0.42048178406943154
-0.6511920698367787,0.2719923256033293,0.41618644761840606
-0.6524745463587287,0.2701337087987306,0.41951753540923153
-0.6505783306697224,0.2661363982916071,0.4214541040780246
-0.6554668265279506,0.2711349804079448,0.42186278352433026
-0.6552390946984283,0.2712797125471114,0.4214594565071228
-0.6527874547318556,0.2647070642802059,0.42539321276652275
-0.6526940175482755,0.26196725629661183,0.42807968973588384
-0.6539149057160738,0.2661209272425072,0.42522127318860553
-0.6557983118869246,0.26790698790987083,0.42552114991913403
-0.6562773123992689,0.26716762642021036,0.42681301490352314
-0.6596889333345808,0.2686026387523654,0.4291915540542552
-0.6604028390032901,0.2643711680718368,0.4343080313262437
-0.6566832086295152,0.26663276388166046,0.427814570445337
-0.6576607817252957,0.2680510647461016,0.42747019594297797
-0.584854807518076,0.03661325566850504,0.5860909224992913
-0.5825858223259283,0.03330112888741624,0.587036468088472
-0.6177960633264419,0.10808082131771655,0.5479330041494164
-0.602011378841809,0.16005712205909764,0.4758106559305744
-0.608909735385534,0.2015915281770757,0.44068889889562995
-0.6176295757381963,0.20679276949828826,0.44513065701618376
-0.6141084947508535,0.1981378994835517,0.4500763154777509
-0.6151175821065537,0.18232443982770713,0.46751753256915396
-0.6146364844175207,0.179020066081482,0.470390912994381
-0.6204338065400712,0.18239263566332245,0.4734357027736605
-0.6188747969120278,0.16742233803403067,0.4871794433458942
-0.615418331585033,0.16029008410073375,0.49067997850077
-0.6201160770239894,0.1591491786658081,0.49717172186644837
-0.6201224255597634,0.15993434795010722,0.4963628587033373
-0.6237958396066445,0.15996273187285787,0.5004866791228144
-0.6233183320704276,0.1501701575606149,0.5101390999693055
-0.618131252986299,0.14271370679115924,0.5120404033280974
-0.618692949071981,0.14430707417903635,0.5110143723159536
-0.6229038033426654,0.14432294153014888,0.5157665509067761
-0.6246544633540668,0.14503721551914697,0.5170051530252483
