I,O,I_error,O_error,M1_error,M2_error,M3_error
5,5,4.521560031554388,-84.99996573760842,0.15478757013784783,-1.1091650196428926,0.8528085354939737
5,5,3.121027544165439,-111.03105995058009,-0.3365251416353759,-0.6706553218013532,0.962000468484437
5,5,2.423382393775134,-114.85869600508629,-0.4143440100691137,-0.5147485338653373,0.9445465407255336
5,5,2.0413900573578956,-113.7172236988166,-0.44734156401679237,-0.42983689771626477,0.9652588108055921
5,5,2.446515285458974,-91.44580129691022,-0.20573385810489864,-0.6192344076561113,0.9579960236688967
5,5,2.1078516367724753,-58.77066488309594,0.14448851188508904,-0.6267021560448182,0.616457358991488
5,5,1.0663466536100534,-40.84874020210601,0.1468669412824649,-0.41897167010033487,0.39311600318945294
5,5,-0.1749280148995327,-33.418275961868446,0.0008662096780530648,-0.23897237509588637,0.32851385594252686
5,5,-0.6168615083605733,-32.79309957042434,-0.090022139012912,-0.19010792690689365,0.3308344701879382
5,5,-0.18560073330795035,-36.64784257316812,-0.0960134461037177,-0.25740075283471514,0.36290069851146695
5,5,0.2038939839101621,-40.56112474518975,-0.09358482501805898,-0.31917430634356064,0.40488235050979027
5,5,0.6736245222971053,-43.61706831711819,-0.06887386984477273,-0.3843859436282832,0.44561009992825507
5,5,0.9041475340390921,-42.83894144372216,-0.041196299049891416,-0.40777098689051433,0.441037767962925
5,5,0.8677646435689779,-41.51640872082535,-0.03716290426218416,-0.3997444443942595,0.4239977777702761
5,5,0.847694192562189,-41.091936832097865,-0.03553340698652241,-0.3953257433970061,0.41554878841615184
5,5,0.9553508332805567,-40.05810700063356,-0.01582341380640817,-0.4008126157616934,0.4042667918872076
5,5,1.1503087386365345,-40.90938684861253,-0.005584345743986252,-0.42664849647300424,0.41970081365773265
5,5,1.1070321891721902,-40.81664538674504,-0.009540020530625415,-0.42156363530409546,0.41576011638681604
5,5,1.0759020557654968,-40.06523408929361,-0.005574682909101125,-0.41679705783679416,0.40428994764276815
