I,O,I_error,O_error,M1_error,M2_error,M3_error
5,15,-1.9286802369009903,12.098618919071018,-0.2575269310979152,0.2365384388866895,0.041947016566595496
5,15,-1.8918912593913602,12.203489293006086,-0.2428548416437012,0.20852988816863818,0.072522108101369
5,15,-1.7841748330595033,8.981061441171448,-0.22186417084142973,0.14518707800232103,0.10497622660777262
5,15,-2.135575370207145,4.579298708270951,-0.25094585316515267,0.1024581307570109,0.17105596489020913
5,15,-2.1732583894719886,2.589034673765454,-0.25123979640382293,0.08752121096052472,0.18296632420537218
5,15,-2.0312274925377434,2.4211269300645437,-0.2342614614525223,0.08477762441513065,0.17055060781866294
5,15,-1.9456179213371492,2.9637891657166833,-0.22681517582799166,0.08713907265702353,0.15820319088118995
5,15,-1.9237043817550576,3.8939696120780365,-0.2244691771409243,0.09142161944932749,0.15141253586984527
5,15,-1.8578296028460466,4.338131337938188,-0.2194757894561538,0.0908244582600173,0.14383754472361038
5,15,-1.8052730938732866,4.093686607341343,-0.2125665952112391,0.08840975949166487,0.14277612847712262
5,15,-1.821677140693942,3.9619680046420456,-0.21385341685970827,0.08974970653164822,0.14489445968394926
5,15,-1.8181642447533095,4.286020780682344,-0.2159630547922045,0.092050251292135,0.14109730441078444
5,15,-1.8325714119103624,4.4658491697436595,-0.21579409286274948,0.09205703795041663,0.14013711289896164
5,15,-1.7628953298793073,4.699304289815595,-0.21010698345660156,0.09075573957763818,0.13393452148991242
5,15,-1.7345333093401196,4.66763228710373,-0.20637124972493998,0.09023795181829232,0.13381766168502296
5,15,-1.788506213796441,4.458185629232508,-0.2113830557810113,0.09258172878548568,0.13959198085991992
5,15,-1.763819388628563,4.5798143937265685,-0.2092964459940283,0.09266048349554452,0.13250477530168753
5,15,-1.7247206601011573,4.840095331019514,-0.20568358288561767,0.09091598108062154,0.12802824103560018
5,15,-1.649963609259487,4.771018290344266,-0.19684075265210488,0.08864381381234138,0.12533404682199134
5,15,-1.6377937392723716,4.4111576160507635,-0.19412362606914857,0.08814166214646983,0.1257049705349218
5,15,-1.62153801565381,4.665290385324941,-0.19407190335585095,0.0897727573076457,0.11941582407382773
5,15,-1.702954345700431,5.224384246301131,-0.20367205092707358,0.09468781801675027,0.12398972984766077
5,15,-1.6449254802162212,5.434168207546447,-0.1984054853255921,0.09301592327616645,0.1222302444514134
5,15,-1.624052342271952,4.9250896486179805,-0.19369902505083553,0.08922538040353582,0.12242311307545722
5,15,-1.6362322069817834,4.930821716547134,-0.19621335379268445,0.09224023532902642,0.1185701825048997
5,15,-1.6565825900862619,5.567741768570301,-0.1988727275725637,0.09715019940668339,0.11904092714376613
5,15,-1.587316155001127,5.780046964950303,-0.19317386498475064,0.09428620162387868,0.11436306832340876
5,15,-1.615012203344346,5.45083405802834,-0.19463126952900267,0.09245174150084311,0.11852126553788195
5,15,-1.5672859190127415,5.1682274072186996,-0.18865122081378333,0.09126573556557757,0.11422942182810181
5,15,-1.555978554109224,5.071588880477316,-0.18728700027358886,0.09146037374321105,0.1115540832340089
5,15,-1.559784919999684,5.276478047678468,-0.18885998434971202,0.0910971522867448,0.11122093638982494
5,15,-1.5953190714010361,5.216273455674331,-0.19136001034853345,0.09047120604388902,0.11770835980659328
5,15,-1.5856473148962547,4.801524776108156,-0.18965217942035872,0.0874333475713326,0.11883097480851107
5,15,-1.599169682450607,4.65356967349828,-0.19219975578506343,0.08888875679567462,0.12041783860337985
5,15,-1.619186113859966,4.693288934022709,-0.1938780216806621,0.09003960019680897,0.11919158069803876
5,15,-1.6263718635995827,4.8264403045436275,-0.19448451361547647,0.08948468415992844,0.1191332369157097
5,15,-1.6120369261510463,4.678908299916808,-0.19113244312810213,0.08656878210788706,0.12215940020603933
5,15,-1.5251361116784512,4.04912478597474,-0.1822607400667718,0.08272566207633195,0.11705035032048111
5,15,-1.5859404404938182,4.061292423765808,-0.18778409170270405,0.08450303371573911,0.12142959695078098
5,15,-1.6505334751855658,4.013059647518908,-0.1955100734443485,0.08569687220406458,0.1242704495917305
5,15,-1.595460504921543,4.180265241056841,-0.18925233639003236,0.08315725056099939,0.12163748605999664
5,15,-1.6042877002895048,3.625906397723517,-0.1902275361258946,0.07961430328890153,0.12648372813984127
5,15,-1.6795411208816642,3.528449535659334,-0.1970136767285518,0.0836257067332687,0.13370327612793048
5,15,-1.6589312931967335,3.6341831918309353,-0.1954573678497995,0.08406122865644391,0.12796649203768767
5,15,-1.6384183553653173,4.096049276780745,-0.1934565775073902,0.08353403841502133,0.12389818536844405
5,15,-1.6265588183073758,3.7961220703446514,-0.19208162904435966,0.0811371040886672,0.12674126701392646
5,15,-1.5778203068231145,3.8263521685772908,-0.18722392413185635,0.08199160174708353,0.12280255206124607
5,15,-1.6168956322046233,3.8844742987812513,-0.19120656232795097,0.0848260484574631,0.12580559439656425
5,15,-1.6527158389207086,4.05376798648707,-0.19533577288588327,0.08386192065198521,0.12492608160917035
5,15,-1.6167859936557747,4.105120390103025,-0.19170665428801603,0.08291683524431902,0.12169458601037891
5,15,-1.5318724230402117,3.8283265904945925,-0.18108076035418796,0.07990822574698359,0.1187442418083724
5,15,-1.4970481623790777,3.650960492121568,-0.17805501157279435,0.0796283311549276,0.11634461863840895
5,15,-1.5835846886927927,3.8986054828776897,-0.18714047878584472,0.08316439037328464,0.12121038921056032
5,15,-1.599901795772234,4.105465919378521,-0.19008228396748628,0.08248777113362953,0.1193384275992328
5,15,-1.5002121448532124,4.016005378083417,-0.1783829632055225,0.07967082613573187,0.11397234388262162
5,15,-1.5229901162027701,4.020821098355462,-0.18131491462300892,0.08272236860163824,0.11647331202548827
5,15,-1.6209780869603714,4.31970007697058,-0.19242111996791655,0.08746591468655641,0.12415793317094947
5,15,-1.636187597526754,4.257998671281944,-0.1952471535445186,0.08562794835652648,0.12383241189668343
5,15,-1.6107187473952882,4.170275091418503,-0.1913112401824359,0.08347475926568641,0.1208194979618803
5,15,-1.5261082907765928,3.8250152820483105,-0.18055794771285288,0.07896646427634232,0.11527995515803718
5,15,-1.5339732341786254,3.8635077032802023,-0.18190943173855484,0.08123815726505054,0.11877188620027196
5,15,-1.5948510245768066,3.773493395235212,-0.1879790685150724,0.08308731951501687,0.12464758840281287
5,15,-1.5924900229665067,3.703871935871309,-0.18870533919567922,0.08087292180454644,0.1214329250328719
5,15,-1.585286040878385,3.804740262311755,-0.18698400004717075,0.07998890134386333,0.12015280786335114
5,15,-1.517712141262379,3.5789681706009233,-0.18006500301628298,0.07697482319271136,0.11696384091014639
5,15,-1.5229680926090312,3.5455925805342794,-0.17916795157124843,0.07930420141350449,0.11902264869584361
