I,O,I_error,O_error,M1_error,M2_error,M3_error
5,5,4.7178519232162595,-85.0,0.15392147990789118,-1.1346816584012505,0.8686290301878871
5,5,2.738553697610207,-25.09545343063815,0.8119604004213776,-0.7003083076252115,-0.14593628929633795
5,5,1.5004326818599378,-18.42962138794724,0.6542742127887784,-0.467063203905487,-0.1512693549200408
5,5,0.9368565627840981,-16.980446253915893,0.5259147564528225,-0.33603803266792986,-0.07862299948534285
5,5,-0.49720937690355527,-10.106434326313751,0.2839651083510287,-0.1074911681193163,-0.0011381305935801445
5,5,-2.0224209465102776,-8.60480243372511,0.004949235312736278,0.04736943206437777,0.1301363932094522
5,5,-2.865907981597495,-5.95131619381926,-0.18222621236675984,0.13169977461502277,0.2071211942743228
5,5,-4.141261079395656,-3.0282727717206264,-0.4035778508531013,0.21811371070077382,0.2998784668773103
5,5,-4.529148154163709,-0.6593067510413331,-0.4989159862324395,0.24052587503388786,0.32574555939999766
5,5,-4.413611284124634,-2.5740628124326275,-0.5126446906171329,0.23001392473212698,0.3194148565574773
5,5,-4.356816072328453,-4.870296785118962,-0.5154621971094825,0.22676248592134884,0.3151729911864051
5,5,-3.875350604128368,-4.372551630336066,-0.4575107553516485,0.19936831902100638,0.2864008918396128
5,5,-3.4456216194776275,-4.9367098276206445,-0.4034883902120538,0.17157608804264923,0.2627442786751349
5,5,-3.3652503950041943,-5.110684116280629,-0.395543203620425,0.1636790190326215,0.25816841188651507
5,5,-3.290474867547058,-5.747818254823002,-0.38701031101350614,0.1571935424593893,0.252879099644179
5,5,-3.101895651192226,-5.76397761159072,-0.3630973172177291,0.14764491246198344,0.24152872486781551
5,5,-3.032436633936282,-5.970620486843501,-0.35469964025395795,0.14289213901633105,0.2402442770124858
5,5,-3.0856295122228037,-5.748814568489095,-0.36307393089084,0.14436640865328274,0.24291936423613208
5,5,-2.9788964039346473,-6.167909754515144,-0.349228669426082,0.13581729289022235,0.2378833326062079
5,5,-2.9111655022019383,-6.377888713180637,-0.33977409629728417,0.131830356005396,0.23323026898849175
5,5,-3.010396538977279,-6.365509560578936,-0.35312881394900886,0.1399413398958352,0.23793971580257073
5,5,-2.830903902518509,-5.502507227613757,-0.33270892262173435,0.13161245723018122,0.2250757801686423
5,5,-2.829434959259685,-5.10511645508088,-0.33073474311473167,0.1302779208049314,0.2253232667855291
5,5,-2.9774069049904366,-5.337069089707274,-0.3479819875709391,0.138639283998056,0.23470221362793453
5,5,-2.7986218726422205,-5.521839686467651,-0.3288666813664092,0.12924320779963008,0.22240988247845478
5,5,-2.8874595389389777,-4.836975280553393,-0.3384122730176621,0.13761323786240628,0.22519838767651482
5,5,-2.9827214448557458,-4.737620862139604,-0.3483580734818995,0.1434807543134538,0.23141322309132312
5,5,-2.8532160631124226,-4.59446332457582,-0.3343394636131953,0.13440448623852008,0.2242861577789231
5,5,-2.9324337029164758,-4.516461755488558,-0.3444170212928581,0.1393053081709481,0.22897093352234826
5,5,-2.8997138113816066,-4.529678676837401,-0.33975163158956473,0.13814684634984675,0.22606643446326513
5,5,-2.850046909926885,-4.967771307648849,-0.3325494727370507,0.1351697779797623,0.2229927606884113
5,5,-2.852792619604225,-4.326535242363894,-0.33430046344406267,0.1370966013868761,0.22142501660981656
5,5,-2.846632934430888,-4.136254153377578,-0.3344734362898042,0.135174524353115,0.22208195142018394
5,5,-2.8846767350173383,-4.579901583309605,-0.33706399800108866,0.1360084432907924,0.22633553201172785
5,5,-2.8772849829041407,-4.911592090366687,-0.3359213743023923,0.13720604416520155,0.22587498133195497
5,5,-2.87802931790569,-4.940086091455742,-0.3381830007095088,0.13701382090158948,0.22488118676725574
5,5,-2.908581184015585,-4.902221495827112,-0.34156675922992824,0.13598451794956276,0.22676511825324627
5,5,-2.9725688103263677,-5.2607315672729005,-0.3472758469032415,0.13874580516401444,0.23450506558585313
5,5,-2.8876620434909226,-5.48312229527027,-0.33742177938486045,0.13500935314876558,0.2302642679731899
5,5,-2.946884005348169,-5.566866708338038,-0.346653396608963,0.13906484844428066,0.2338205937167166
5,5,-2.99096560288711,-5.524561000654456,-0.35049881674313776,0.14059336787887422,0.23366910986320086
5,5,-2.9771542141310467,-5.541085697644336,-0.3471915500797347,0.13723396631771284,0.23288705732082182
5,5,-2.989807486051011,-5.860528611177369,-0.3510171532441303,0.13993490836351116,0.2380360822720452
5,5,-3.017757230296926,-6.108368551864189,-0.3547498510738325,0.14133501173767288,0.2406311630489843
5,5,-3.1162329929372365,-6.09603218792253,-0.3648289149576086,0.14703772867212733,0.2454669179910906
5,5,-3.1151406360929705,-6.332427643341738,-0.36433503885447294,0.14411900871789204,0.2437961786804867
5,5,-3.0953231568312063,-6.6044285192343555,-0.3634058115828598,0.14203979596788763,0.2449833723131259
5,5,-3.155959255151487,-6.807199863973604,-0.3715555108483881,0.1477282433371431,0.2510425462195016
5,5,-3.2128600890779317,-7.05657886741691,-0.3762020179368132,0.15089268267808714,0.25520274670667215
