Inclination,Orientation,I,O,M1,M2,M3
60,5,0.0636576663262615,90.0,0.001348339822244172,-0.000937975528517685,-0.0007816462737647374
60,6,2.9453405081904083,-89.94609469707777,0.005823264739547294,-0.005354276975288451,-0.004787583426809017
60,7,7.837103001611195,-89.96417119103,0.013717892104571142,-0.01322936318346818,-0.012174140713885786
60,8,15.387566816029976,-89.96453365001656,0.024895433819406888,-0.02464139878043335,-0.023253976644500938
60,9,24.96587416039083,-89.97814052874847,0.03988350111884573,-0.0395317602956516,-0.03775351502283682
60,10,31.337951094553915,-89.9890073369747,0.05833035317969353,-0.05762687153330527,-0.05561413237836107
60,11,27.0342968931573,-89.98725738870245,0.08033369578617089,-0.07955204951240616,-0.07738298110270901
60,12,16.176211086212067,-89.98955340085209,0.10524867076242189,-0.10507280035082484,-0.1017508036873247
60,13,6.90830344549977,-90.03475588019985,0.13393508900958775,-0.13319252504951126,-0.1304958454050229
60,14,0.9796552774763196,-90.49021999977114,0.1657676335086567,-0.16563084541074788,-0.16180077866930065
60,15,2.8379516086795236,90.11853938678544,0.2017233621018346,-0.20080492773016104,-0.1972679783413756
60,16,5.33241620741615,89.94027783415984,0.2412355812406421,-0.24021944108474794,-0.2343570940315124
60,17,7.057919403995989,89.64059841506187,0.283131821514432,-0.2830536568870555,-0.26732302562754023
60,18,8.475334523343232,89.07608513264015,0.3284086819222544,-0.3283695996085662,-0.29714283097166494
60,19,9.531905154860912,88.22685993408223,0.3769098332093564,-0.3771247859346417,-0.32364063965228956
60,20,10.431871636040674,87.29654072496427,0.429143345453685,-0.4291628866105291,-0.3464060873756875
60,21,11.113946804240745,86.20565629525166,0.4844643604793843,-0.4845034427930725,-0.3661621969450913
60,22,11.870791735226687,85.0681451653967,0.5446315824024249,-0.5433418660507131,-0.3827526391057478
60,23,12.67523436871633,83.88546869930572,0.6067724611667216,-0.6068701669509422,-0.3956693437797101
60,24,13.397263839392103,82.62902418546726,0.6723721246924271,-0.672684783201933,-0.4052054283196399
60,25,14.010961011117208,81.31420638041526,0.7409225029015947,-0.7382062821002622,-0.41120456347078427
60,26,14.680265919518959,80.13181376397795,0.810782138619318,-0.8015977949025823,-0.41395986658580497
60,27,15.390280720779941,79.06732111710068,0.8773588599872295,-0.8623903338446348,-0.4136862903899873
60,28,16.01989402817855,78.07304233411826,0.9402032203979145,-0.9207793104948607,-0.4098757648053842
60,29,16.410252478648864,76.86515618014815,0.9999209957135404,-0.9765106898142865,-0.4025282898319957
60,30,16.857231622573497,75.7403348604604,1.0559259512287837,-1.0300339184103269,-0.3916634066266658
60,31,17.267485662102956,74.58354891452024,1.1101917437849007,-1.081036337773476,-0.3771247859346417
60,32,17.630411434955672,73.38173172538907,1.159572247129988,-1.1293029951784486,-0.35969407402968806
60,33,17.870311218149347,72.07265209337316,1.2055721303410427,-1.1765144301138386,-0.33862870695172836
60,34,18.12796000558631,70.80518235690728,1.2492075335739592,-1.2211659735026492,-0.3139677670144509
60,35,18.356793001877314,69.49270752449516,1.2883680118895726,-1.2625932260121804,-0.2862974889231792
60,36,18.605148673762482,68.21749189887484,1.3251835513838917,-1.302281315562585,-0.2543867797967338
60,37,18.751021380715912,66.83640304727969,1.3576218717451283,-1.3388428200179305,-0.21975984986895594
60,38,18.861858093923956,65.33371840334682,1.3873830536187208,-1.3729030563972289,-0.18091203006284848
60,39,18.93254639729608,63.693431281771105,1.4128060986729187,-1.4056540352679714,-0.13964110680807035
60,40,18.87340093342705,61.816271750455435,1.4351416409457463,-1.434770358965708,-0.0950872692034803
60,41,18.8296680766016,59.899026558432496,1.454077021927697,-1.462675130939109,-0.04725051724907838
60,42,18.81956688192857,57.98630694590324,1.469924900128277,-1.4876878116995806,0.0026771384876442257
60,43,18.719226671248496,56.008293308868765,1.4818840881168776,-1.5108831648735492,0.05010352614831967
60,44,18.67972216668165,54.15281240418984,1.4907557733241072,-1.5322611904610148,0.0961424916730627
60,45,18.70537436856458,52.50502275628738,1.4960905091425516,-1.5513529006977185,0.14186879868829985
60,46,18.770694949276255,51.024406418440115,1.4981032482974959,-1.5680215074857515,0.18519154341171043
60,47,18.849944102147273,49.620545129631836,1.496637661534187,-1.583107280569411,0.22726365409709742
60,48,18.913138910419686,48.235328534452684,1.4918500781073778,-1.596317102596035,0.26835870694027847
60,49,18.98058581111061,46.92920414979463,1.483760039173913,-1.607553267781403,0.3083203726865007
