Inclination,Orientation,I,O,M1,M2,M3
5,5,1.0157188142313796,-90.0,0.0010356813127382772,-0.0009965989990500402,0.005139324250003149
5,5,3.999079238831396,-90.0,0.0046117130152119505,-0.004514007230991358,0.0017587041159706593
5,5,8.914327538983422,-89.96009311686998,0.010845342048485732,-0.011099377087459271,-0.004103642937264872
5,5,16.04924037538004,-89.96871904074717,0.019697486098871383,-0.02001014460837728,-0.012721293105521102
5,5,23.67602209392438,-89.9787956093828,0.031187686323213025,-0.03132447442112185,-0.02397699944773332
5,6,25.65277824114831,-89.961413789751,0.04728959956276661,-0.046781529484819534,-0.03744085651333092
5,6,18.812909363768693,-89.89078779173862,0.06384095940973493,-0.05881888210079649,-0.04611713015211951
5,6,9.967411054167615,-89.63707005190255,0.08189698833370036,-0.06817909622912922,-0.05254617075383448
5,6,3.842778067446313,-88.69033416991867,0.09762761959321571,-0.07495987765403832,-0.05645440212265816
5,6,0.4010545552241418,-74.06975170524385,0.11050524195348976,-0.07920030868921202,-0.057822283101746454
5,7,1.497062004940272,84.91757145038721,0.12219085374627259,-0.08230735262742685,-0.05643486096581404
5,7,2.361079185431518,86.02328819835652,0.12969465797441407,-0.08285450501906216,-0.054285333712961015
5,7,2.781637312945136,86.4013962773674,0.13454086487175543,-0.08291312848959452,-0.053953134046611
5,7,2.965404395102686,86.62466983601588,0.13686626253620554,-0.08293266964643864,-0.05393359288976688
5,7,3.0315758100124435,86.69842708164504,0.13680763906567317,-0.08293266964643864,-0.05391405173292277
5,8,3.0757853729124744,86.62109247415346,0.13639727477194669,-0.08404651558655339,-0.053151946616002144
5,8,3.104525352517395,86.21858860307525,0.1364168159287908,-0.08484770301716225,-0.05174498332322562
5,8,3.032963728832624,85.89626156766262,0.1364168159287908,-0.08484770301716225,-0.051666818695849145
5,8,2.951980122324843,85.78348007633113,0.13643635708563492,-0.08484770301716225,-0.051666818695849145
5,8,2.9048870133551894,85.71499648552077,0.13643635708563492,-0.08484770301716225,-0.051647277539005026
5,9,2.874198439165643,85.48209289483313,0.13604553394875255,-0.08600063127096524,-0.050767925481019695
5,9,2.863726491327397,84.91373663791818,0.13608461626244078,-0.08668457176050938,-0.04941958565877552
5,9,2.8226854550829366,84.66156446245871,0.13608461626244078,-0.08672365407419762,-0.04934142103139905
5,9,2.761693513988796,84.54331138268135,0.13608461626244078,-0.08672365407419762,-0.04934142103139905
5,9,2.711901829362354,84.40507435266171,0.13608461626244078,-0.08674319523104174,-0.04934142103139905
5,10,2.7167560240111692,84.210004864123,0.1356547108118702,-0.08799382926906532,-0.0484425278165696
5,10,2.7375240517019366,83.65585313770532,0.13569379312555843,-0.08852144050385652,-0.04715281146485779
5,10,2.7030830245580764,83.3201470274195,0.13569379312555843,-0.088599605131233,-0.04713327030801367
5,10,2.673838785317245,83.20243574350353,0.13571333428240254,-0.08863868744492123,-0.04711372915116955
5,10,2.655364885339623,83.15491824573598,0.13569379312555843,-0.08865822860176535,-0.04711372915116955
5,11,2.6733426593724405,83.0309020991682,0.13518572304761134,-0.08975253338503597,-0.046195294779495986
5,11,2.6924477075794666,82.4996557422905,0.13522480536129958,-0.09045601503142424,-0.04498374305516064
5,11,2.7134165384065265,82.34565990492423,0.1352443465181437,-0.09047555618826836,-0.044886037270940045
5,11,2.701606728693194,82.31199788616925,0.1352443465181437,-0.09045601503142424,-0.04486649611409593
5,11,2.719600278158752,82.36316802159126,0.1352443465181437,-0.09047555618826836,-0.04486649611409593
5,12,2.7606212141211808,82.30990428096598,0.1347167352833525,-0.09153077865785075,-0.043889438271890006
5,12,2.815348998870829,81.95423450873895,0.13475581759704072,-0.09209747220633019,-0.04263880423386643
5,12,2.8838224573531326,81.94483875908021,0.13479489991072896,-0.09215609567686255,-0.042541098449645834
