Inclination,Orientation,I,O,M1,M2,M3
40,5,8.117061373309315e-18,90.0,0.0012310928811794615,-0.0010161401558941587,-0.0008011874306088558
40,5,2.1509294990979524,-89.91788240783751,0.004885289211029609,-0.004533548387835477,-0.003986395996200161
40,5,3.342314143852242,-89.9471536461419,0.011079835930615154,-0.011021212460082797,-0.010044154617876876
40,5,3.8050280880485863,-89.95358007716547,0.019697486098871383,-0.0195020745304302,-0.018329605119783092
40,5,3.8415309809173572,-89.91883000216056,0.03075778087264242,-0.030523286990512998,-0.029174947168268826
40,6,3.627020262401658,-89.92841934944111,0.04660565907322247,-0.04660565907322247,-0.04447567297721356
40,6,3.371671364162991,-89.95230537728317,0.06309839544965844,-0.06292252503806137,-0.060870703569428926
40,6,3.03603768873573,-89.9136301324861,0.08187744717685624,-0.08166249445157095,-0.0795911318260944
40,6,2.5147772305275313,-89.98623096956555,0.10317730813694534,-0.1030209788821924,-0.10042200502192464
40,6,1.9191721604279302,-90.10448786894743,0.12670486097726394,-0.12670486097726394,-0.12393001670539912
40,7,1.3086010077199375,-90.6415844866247,0.15767759457519165,-0.15754080647728283,-0.15445330369591212
40,7,0.5900063447338244,-91.42311501999174,0.18669621248870755,-0.186442177449734,-0.18315926309992211
40,7,0.14152351331761728,94.63850437534056,0.2181379338508941,-0.21811839269404998,-0.2144251140505116
40,7,0.7843451941311457,90.4473008240867,0.2529602753471132,-0.2530188988176455,-0.2465507759022423
40,7,1.570901790746974,89.22469643092063,0.28948269748877054,-0.2893849917045499,-0.27527627646309644
40,8,2.4135596779106705,87.2149520819219,0.33513083987663117,-0.3353457926019165,-0.3059363515515182
40,8,3.207702101585722,85.23786086375617,0.3768707508956682,-0.3751120467796975,-0.3294639043918368
40,8,3.8470929218298227,83.9024421914679,0.42124871808866116,-0.4124161151951196,-0.3504120245287318
40,8,4.454641361135529,83.19919213945056,0.4679520829461042,-0.44721891553449455,-0.36901520584433256
40,8,5.01381281728077,82.52411634023079,0.517098092409062,-0.47957907126835464,-0.3851952837112626
40,9,5.567526178269254,81.76709952798072,0.5766790796267792,-0.5153003059794031,-0.4010431619118427
40,9,6.010448552322768,81.01503577586021,0.6256101363644517,-0.5437326891875955,-0.41171263354873133
40,9,6.326236748039519,80.25431225977249,0.6719617603987007,-0.5697419689471172,-0.4200957898348581
40,9,6.6630689607209,79.55145815506167,0.7160075279253436,-0.5930350279053063,-0.4259581368880937
40,9,6.967523742661413,78.78416759479789,0.757473862748563,-0.6141785596106425,-0.4294560039631909
40,10,7.162560469863725,77.91852271442046,0.80286797009745,-0.6369049250203522,-0.4304916852759291
40,10,7.25007109035442,76.85598148216638,0.8400352504149633,-0.65501957741485,-0.4290651808263085
40,10,7.287311399532326,75.75610091514937,0.8736655813436912,-0.6697926919890035,-0.42457071475216124
40,10,7.374991722165195,74.65463498732525,0.9047946441963718,-0.6823185735260834,-0.41767268638618743
40,10,7.457790628171086,73.5196392012607,0.9334224389730054,-0.6925581397124015,-0.408351554571543
40,11,7.373956263586923,71.98646157217269,0.9641020552182713,-0.7032862348198226,-0.39437962742799826
40,11,7.1966902485352735,70.01538171480715,0.9875123611175252,-0.7118257203607022,-0.38247906290993017
40,11,7.048506323286496,68.27298025063769,1.008440940097576,-0.7181179728645084,-0.37290389605631213
40,11,6.934876817628804,66.98837750200843,1.0274349445500592,-0.722006663076488,-0.3656932091808324
40,11,6.887236002470828,66.24444357354827,1.0434000696917038,-0.7231986736439792,-0.3612378254203734
40,12,6.814097399505528,65.67075008334916,1.059091618637531,-0.7243125195840939,-0.3571341824831085
40,12,6.743536529055753,64.83846896228093,1.0697024668038873,-0.7280839628550088,-0.351271835429873
40,12,6.763405697685849,63.951331625858955,1.0780074584626376,-0.7333600752029208,-0.34527270027872864
40,12,6.772546770678445,63.25752731880319,1.083674393947432,-0.7367016130232651,-0.34179437436047555
40,12,6.789399108017593,63.10829238888521,1.0870745552383085,-0.7376591297086268,-0.3405241991656079
40,13,6.768223186335566,62.96597440378673,1.0878562015120734,-0.7387143521782092,-0.3397816352055314
40,13,6.760502746465525,62.587434586575775,1.0858434623571291,-0.7422513015669947,-0.33657688548309594
40,13,6.794983654114225,61.92587375079396,1.08138807859667,-0.7475078727580625,-0.33096857346883396
40,13,6.8476995815360135,61.322304367625776,1.0763660012877316,-0.7507321636373421,-0.3256729199640779
40,13,6.846658894570501,60.887083696620756,1.0741578505643463,-0.7517678449500803,-0.32281991106483654
40,14,6.781043551288872,60.437577839916024,1.0725163933894404,-0.752862149733351,-0.3208267130667365
40,14,6.729678878532913,59.748165621714826,1.069839254901796,-0.7565554283768894,-0.3167230701294716
40,14,6.7691962742567435,58.99574670216166,1.0695070552354462,-0.7616947526268926,-0.31060668803726255
40,14,6.827807823507316,58.433716415992485,1.0695852198628226,-0.7650558316040809,-0.30617084543364764
40,14,6.822394203012263,58.04337580976884,1.0695656787059784,-0.7658179367210015,-0.3040994828081711
40,15,6.749410026439055,57.555527137718926,1.068510456236396,-0.766873159190584,-0.30294655455436814
40,15,6.7355759817432075,57.04094460082476,1.0655597415529343,-0.7703710262656811,-0.2996636402045562
40,15,6.8152855151926195,56.615532554111404,1.0646608483381048,-0.7756275974567489,-0.2937035873671001
40,15,6.900014211456881,56.20442017275752,1.0647390129654812,-0.7786369356107432,-0.2886033454307852
40,15,6.911505603610371,55.85072722801288,1.0647390129654812,-0.7793794995708198,-0.2858480423157645
40,16,6.8453344071237545,55.36524429152134,1.0636251670253665,-0.7804933455109344,-0.28403071472926145
40,16,6.819369100994337,54.735766544297846,1.0606549111850605,-0.7841475418407846,-0.2800247775762172
40,16,6.904229872794037,54.29623685555476,1.0595019829312575,-0.7892282426202554,-0.2738693131703199
40,16,7.013676274314273,54.04690248481876,1.0595996887154782,-0.7922180396174056,-0.26915989437088733
40,16,7.0298287036408,53.78911866674743,1.0596192298723222,-0.7928628977932615,-0.2668735790201255
40,17,6.966381101897207,53.32149017820004,1.058427219304831,-0.7939376614196879,-0.265466615727349
40,17,6.972317811080483,52.88381220461735,1.055300634209772,-0.7975136931221616,-0.2618905840248753
40,17,7.08739666755435,52.70431404602346,1.0540500001717485,-0.8027898054700736,-0.2560477781284839
40,17,7.200566237302015,52.486444093139646,1.054128164799125,-0.8056037320556266,-0.2511038654469219
40,17,7.225158514553356,52.26100873494485,1.054147705955969,-0.8063853783293914,-0.24840718580243357
40,18,7.168931032116387,51.82216906600441,1.0529556953884778,-0.8075578477400385,-0.24670710515699526
40,18,7.175914946079141,51.389965149484716,1.0497314045091983,-0.8110166325014475,-0.24275979147448334
40,18,7.281547839031024,51.11260669396436,1.0482658177458894,-0.8159996274966976,-0.23674111516649485
40,18,7.387478138548903,50.95213808547072,1.0483439823732659,-0.8186181425138095,-0.2318949082691535
40,18,7.403202494246369,50.718073562212936,1.04836352353011,-0.8191262125917567,-0.2294718048204828
40,19,7.348651410028736,50.304168637198714,1.047230136433151,-0.8202205173750272,-0.22796713574348568
40,19,7.360773464595844,49.90851897001261,1.0439863043970274,-0.8237574667638127,-0.22425431594310316
40,19,7.481218144540768,49.7886459177002,1.0422276002810569,-0.8285255090337775,-0.21831380426249117
40,19,7.607376847836244,49.720163651843144,1.0422080591242127,-0.8313589767761748,-0.2133503504240851
40,19,7.627071313156213,49.448624818329804,1.0422471414379009,-0.8320038349520307,-0.21075137656381734
40,20,7.569109658898258,48.98738293180044,1.0411528366546303,-0.8330004339510807,-0.20899267244784667
40,20,7.569868801375299,48.52307108561158,1.037811298834286,-0.8367523360651514,-0.20516260570639946
40,20,7.669533298576044,48.26158371586186,1.03583764199303,-0.8415203783351163,-0.1989485178299698
40,20,7.783408594339125,48.143404656402346,1.0357985596793418,-0.8440998110385399,-0.19414139324631666
40,20,7.786872059709514,47.79618910742953,1.035818100836186,-0.8445492576459547,-0.19164012517026952
40,21,7.720951155357634,47.245745612518014,1.0347042548960712,-0.8456631035860694,-0.1901745384069606
40,21,7.734741651793314,46.84747853089402,1.0313040936051945,-0.8492391352885431,-0.18640309513604578
40,21,7.853171101837934,46.75540791788872,1.0291154840386534,-0.8540853421858845,-0.18036487767121318
40,21,7.975409629360066,46.77497893584045,1.0290764017249652,-0.8562934929092699,-0.1754209649896512
40,21,7.969909135030565,46.38431531056591,1.0291154840386534,-0.8566843160461522,-0.17282199112938346
40,22,7.9053554440690865,45.817753033139084,1.0280993438827593,-0.8576613738883582,-0.17121961626816573
40,22,7.902249964956894,45.30892489979602,1.0245428533371297,-0.86127648790452,-0.167135514487745
40,22,8.007335618182935,45.135929207167166,1.022158832202147,-0.865868659762888,-0.16103867355238002
40,22,8.12049373326754,45.1278272793359,1.0220025029473943,-0.8683113043684028,-0.15619246665503866
40,22,8.117791840927538,44.77371886716181,1.0220415852610825,-0.8686435040347528,-0.15371073973583563
40,23,8.05086632342661,44.187112837186376,1.020966821634656,-0.8696596441906469,-0.15216698834515027
40,23,8.07046865130313,43.862784417028486,1.0174494134027146,-0.8732942993636529,-0.14868866242689718
40,23,8.194232791609245,43.8828217968237,1.0149090630129791,-0.8778669300651766,-0.14274815074628516
40,23,8.300969807410777,43.83822084163785,1.0146354868171616,-0.8800946219454061,-0.13753066186890556
40,23,8.30301423551218,43.46535312940713,1.0146745691308499,-0.8803681981412238,-0.13485352338126133
40,24,8.225385344227648,42.757369407920535,1.0135411820338909,-0.8815406675518709,-0.13286032538316125
40,24,8.245542260718697,42.372090628903365,1.010082397272482,-0.8851166992543446,-0.12881530591642873
40,24,8.36959860516753,42.32702218202678,1.007288011843773,-0.8896111653284918,-0.12267938266737555
40,24,8.467035711738541,42.24746875615738,1.006936271020579,-0.891799774895033,-0.11787225808372241
40,24,8.460308359796334,41.84760938765332,1.0069948944911113,-0.891956104149786,-0.1154296134782076
40,25,8.383676106141158,41.145945942484886,1.0059201308646848,-0.8930699500899008,-0.11413989712649579
40,25,8.402927175234806,40.83874066060017,1.0023831814758992,-0.8966850641060626,-0.11038799501242505
40,25,8.5380815842606,40.99081396095481,0.9994520079492816,-0.9007691658864835,-0.10448656564550128
40,25,8.63940598816901,40.94856115652753,0.9989439378713345,-0.9027428227277394,-0.09934724139549812
40,25,8.624456983852784,40.471475363332914,0.999041643655555,-0.9029382342961806,-0.09657239712363332
40,26,8.54408984687132,39.704367464076476,0.9979473388722844,-0.9040520802362954,-0.09457919912553323
40,26,8.557192066666712,39.30297953210643,0.994410389483499,-0.9077258177229895,-0.09049509734511248
40,26,8.688870423606296,39.38562204112314,0.9912251809179077,-0.9118880841307868,-0.08430055062552694
40,26,8.798714130130787,39.480005418695626,0.9906584873694282,-0.9135881647762252,-0.0795911318260944
40,26,8.779761137469603,39.04662218290518,0.9907561931536488,-0.9137444940309781,-0.07724619300480018
40,27,8.711227259804712,38.36123123587641,0.9896423472135341,-0.9148974222847811,-0.07570244161411482
40,27,8.731320691466786,38.01309277909382,0.985988150883684,-0.9185516186146312,-0.07187237487266761
40,27,8.85674418647406,38.112855313834245,0.9827834011612485,-0.9229092965908696,-0.06589278087836736
40,27,8.971915509088891,38.260009903728786,0.9820799195148603,-0.924453047981555,-0.0607339154715201
40,27,8.946288639314874,37.75514444352923,0.9821776252990808,-0.9245702949226197,-0.05809585929756411
40,28,8.871976806604396,37.01330530764746,0.981063779358966,-0.9256450585490462,-0.05647394327950228
