I,O,Inclination,Orientation,Error_I,Error_O
5,15,5.078699288896118,12.023762421644111,-0.07869928889611799,2.9762375783558888
5,15,5.11307883466125,12.352343749252576,-0.11307883466125013,2.647656250747424
5,15,5.105039791312933,13.022829791638683,-0.10503979131293306,1.9771702083613167
5,15,5.097888181333,13.469690015332665,-0.09788818133300037,1.5303099846673351
5,15,5.112841141311517,13.378478540023176,-0.11284114131151668,1.6215214599768242
5,15,5.196026672933848,12.98550680102814,-0.196026672933848,2.0144931989718593
5,15,5.208454111806046,13.561127076484452,-0.2084541118060459,1.4388729235155484
5,15,5.152892542435105,13.589352770196504,-0.1528925424351053,1.4106472298034962
5,15,5.14742564213234,13.405840775816792,-0.14742564213234033,1.5941592241832083
5,15,5.188507232683883,13.47033199948384,-0.18850723268388325,1.5296680005161605
5,15,5.215639974802725,13.636975971716613,-0.21563997480272512,1.3630240282833874
5,15,5.22012876014269,13.711700581339796,-0.22012876014269,1.2882994186602037
5,15,5.251622543517496,14.137071052514264,-0.25162254351749613,0.8629289474857362
5,15,5.243247885907008,14.052653806456656,-0.2432478859070084,0.9473461935433445
5,15,5.279323464421632,13.8511672476109,-0.2793234644216316,1.1488327523891009
5,15,5.303651933630886,14.390780028454303,-0.30365193363088583,0.6092199715456967
5,15,5.287294924385562,14.549655752885814,-0.28729492438556203,0.4503442471141863
5,15,5.290583469039058,14.57552965443246,-0.2905834690390581,0.42447034556754026
5,15,5.270464155595496,14.767542847449224,-0.2704641555954961,0.2324571525507757
5,15,5.333395988431872,14.55903931319604,-0.3333959884318718,0.44096068680395994
5,15,5.364853829138109,14.676031159564731,-0.3648538291381094,0.32396884043526875
5,15,5.328170722580033,15.123214428309614,-0.3281707225800332,-0.12321442830961438
5,15,5.302703272196945,15.297093689099864,-0.30270327219694515,-0.29709368909986367
5,15,5.299328431154948,15.359110236792132,-0.2993284311549482,-0.35911023679213194
5,15,5.395490888211601,15.361230407759995,-0.39549088821160083,-0.3612304077599955
5,15,5.4369921232997065,15.215653061229718,-0.4369921232997065,-0.21565306122971784
5,15,5.365668276611936,15.852860954313371,-0.36566827661193635,-0.8528609543133712
5,15,5.333069118393971,15.871651619042536,-0.33306911839397113,-0.8716516190425363
5,15,5.42198304377285,15.436341469906946,-0.42198304377285023,-0.4363414699069459
5,15,5.44809905503979,15.716665517303564,-0.44809905503978964,-0.7166655173035643
5,15,5.400080075600279,16.08116806761836,-0.4000800756002789,-1.0811680676183606
5,15,5.435172060422603,15.843582696926298,-0.4351720604226026,-0.8435826969262976
5,25,5.4146432710570975,15.660220470442834,-0.41464327105709753,9.339779529557166
5,25,5.492557951510606,15.486204687073036,-0.492557951510606,9.513795312926964
5,25,5.461947326188334,19.840311740019008,-0.46194732618833356,5.159688259980992
5,25,5.631776666257967,26.528803373797885,-0.6317766662579674,-1.528803373797885
5,25,5.653087108622132,27.925093980268777,-0.6530871086221319,-2.9250939802687768
5,25,5.712738370803671,28.60499212816127,-0.7127383708036712,-3.604992128161271
5,25,5.657395058314036,28.41451977388608,-0.6573950583140364,-3.414519773886081
5,25,5.572063850866822,27.64102847900524,-0.5720638508668223,-2.6410284790052394
5,25,5.615462490340368,27.02060370300577,-0.6154624903403683,-2.0206037030057686
5,25,5.632899102306478,27.06007884332764,-0.6328991023064781,-2.0600788433276414
5,25,5.55757117682196,26.802910223514004,-0.55757117682196,-1.8029102235140044
5,25,5.581185157251092,25.52409031491879,-0.5811851572510918,-0.5240903149187908
5,25,5.5860497795521145,25.751301952729047,-0.5860497795521145,-0.7513019527290474
5,25,5.529479572398097,26.338836132351584,-0.5294795723980972,-1.3388361323515845
5,25,5.5289547657665095,25.887307436879446,-0.5289547657665095,-0.8873074368794462
5,25,5.561121987089337,25.42942061284492,-0.5611219870893374,-0.4294206128449183
5,25,5.566235969479576,25.2567888851214,-0.5662359694795764,-0.25678888512139864
5,25,5.548058666010452,25.251156387083327,-0.5480586660104523,-0.2511563870833271
5,25,5.623356725359621,25.185998165750583,-0.6233567253596206,-0.1859981657505827
5,25,5.5809927700628,25.31228967280144,-0.5809927700628004,-0.31228967280144104
5,25,5.544836489590821,25.092214191129383,-0.5448364895908213,-0.09221419112938278
5,25,5.544833202981369,24.82582664893497,-0.5448332029813692,0.17417335106502918
5,25,5.616860502548,25.136980520495538,-0.6168605025479996,-0.13698052049553766
5,25,5.625278550839568,25.05329646208071,-0.6252785508395684,-0.05329646208070926
5,25,5.629252422375733,24.741763025275816,-0.6292524223757328,0.25823697472418417
5,25,5.583573571823725,24.83349446980512,-0.5835735718237247,0.16650553019487901
5,25,5.567473410521381,25.000905383682586,-0.567473410521381,-0.0009053836825856365
5,25,5.612199034400205,25.1630720120161,-0.6121990344002048,-0.16307201201610155
5,25,5.579282054027127,24.917078512662275,-0.5792820540271268,0.08292148733772464
5,25,5.537607854966792,24.683069741209216,-0.537607854966792,0.3169302587907836
5,25,5.552255598700601,25.27193070720759,-0.5522555987006008,-0.2719307072075914
5,25,5.538290133634197,25.415728369234436,-0.538290133634197,-0.41572836923443646
5,25,5.618654737900522,24.90611717634085,-0.6186547379005223,0.09388282365915046
5,25,5.657315794541337,24.908339477370323,-0.6573157945413373,0.09166052262967739
5,25,5.568793626650128,24.67706103221905,-0.5687936266501277,0.3229389677809493
5,25,5.602206801380204,24.96820325459772,-0.6022068013802038,0.0317967454022785
5,25,5.622799000466597,25.348262060612267,-0.6227990004665971,-0.3482620606122673
5,25,5.619896210066928,24.926694597271787,-0.6198962100669281,0.07330540272821295
5,25,5.652587264557612,24.79473866840228,-0.6525872645576118,0.2052613315977183
5,25,5.638433606065328,24.616082870982552,-0.6384336060653277,0.3839171290174477
5,25,5.61855499409117,25.22876999862841,-0.6185549940911699,-0.22876999862841174
5,25,5.649127019001065,25.213050233015984,-0.6491270190010647,-0.21305023301598425
5,25,5.653302901581024,24.946257934097517,-0.6533029015810241,0.053742065902483205
5,25,5.65170858799915,24.49547551585352,-0.65170858799915,0.5045244841464793
5,25,5.6465087150636455,24.70853599641961,-0.6465087150636455,0.2914640035803906
5,25,5.630752957771791,24.98345137619968,-0.630752957771791,0.016548623800318296
5,25,5.620021701624648,24.964109044054272,-0.6200217016246476,0.03589095594572811
5,25,5.615664835009136,24.94968367246835,-0.6156648350091363,0.05031632753165027
5,25,5.618046572657978,24.79777714829359,-0.6180465726579776,0.2022228517064093
5,25,5.616878722577401,24.933678212051777,-0.6168787225774013,0.06632178794822252
5,25,5.61235812594196,25.018860418626844,-0.6123581259419604,-0.01886041862684351
5,25,5.642872831798739,24.953521037637405,-0.6428728317987389,0.04647896236259541
5,25,5.601488898313384,25.197236761162834,-0.6014888983133844,-0.19723676116283428
5,25,5.609943738599568,25.55123274455789,-0.6099437385995676,-0.5512327445578897
5,25,5.606537524807068,25.406112997409245,-0.6065375248070684,-0.4061129974092452
5,25,5.621188457479153,25.36473325172853,-0.6211884574791533,-0.36473325172853066
5,25,5.621206726048136,25.17784965851962,-0.6212067260481362,-0.17784965851961942
5,25,5.629024587184272,25.314013129121232,-0.6290245871842721,-0.314013129121232
5,25,5.636453029820345,25.72926410020556,-0.6364530298203448,-0.7292641002055618
5,25,5.638390659655591,25.874411864164674,-0.6383906596555908,-0.8744118641646743
5,25,5.637624058181388,25.21233977272222,-0.6376240581813883,-0.2123397727222205
5,25,5.650726094361587,25.699173040202236,-0.6507260943615867,-0.6991730402022363
5,25,5.621914347691479,26.42439630407592,-0.6219143476914786,-1.4243963040759198
5,25,5.68964403243756,25.94175323153452,-0.6896440324375597,-0.9417532315345198
5,25,5.702846221449819,25.699991110032997,-0.7028462214498186,-0.6999911100329967
5,25,5.666565391402568,25.55783383671705,-0.6665653914025684,-0.5578338367170517
5,25,5.67307256399984,25.75729712350054,-0.6730725639998401,-0.757297123500539
5,25,5.686010444078365,26.1725916085055,-0.6860104440783648,-1.172591608505499
5,25,5.662299969183423,26.110174499716084,-0.6622999691834233,-1.1101744997160843
5,25,5.684456527185224,25.868447192889185,-0.6844565271852243,-0.8684471928891853
5,25,5.673775406787248,25.46087279039398,-0.6737754067872483,-0.46087279039398155
5,25,5.711002173766517,25.777665836754306,-0.7110021737665173,-0.7776658367543057
5,25,5.711250300661047,26.03982968466774,-0.7112503006610469,-1.0398296846677404
5,25,5.708713584519455,25.64761444580914,-0.7087135845194554,-0.6476144458091397
5,25,5.702549471698454,25.68987830883027,-0.7025494716984539,-0.68987830883027
5,25,5.6819290476242985,26.08433004591328,-0.6819290476242985,-1.0843300459132799
5,25,5.667435304376097,26.06145973886528,-0.667435304376097,-1.061459738865281
5,25,5.696166023988969,25.800147443201794,-0.6961660239889689,-0.8001474432017943
5,25,5.702929821552074,25.653871665279247,-0.7029298215520736,-0.6538716652792473
5,25,5.720134629673541,25.592249561066797,-0.7201346296735407,-0.5922495610667973
5,25,5.706636960738794,25.638050954013128,-0.7066369607387939,-0.6380509540131278
5,25,5.677414259089321,25.904836855573595,-0.6774142590893213,-0.9048368555735955
5,25,5.664674155842138,26.078140150934843,-0.6646741558421381,-1.0781401509348427
5,25,5.727806607161082,25.79950589262684,-0.7278066071610816,-0.7995058926268399
5,25,5.716118139303334,26.142894644021,-0.716118139303334,-1.1428946440209984
5,25,5.681247332535655,26.2692009258804,-0.681247332535655,-1.2692009258804013
5,25,5.653311755684454,26.18688707847804,-0.6533117556844541,-1.1868870784780405
5,25,5.690926992200531,26.236332605242108,-0.6909269922005308,-1.236332605242108
5,25,5.732866540310305,26.007188156358666,-0.7328665403103054,-1.0071881563586658
5,25,5.722888604722419,25.90004726678836,-0.722888604722419,-0.9000472667883592
5,25,5.705246878803658,26.089108004680003,-0.7052468788036581,-1.0891080046800035
5,25,5.674324215452781,25.831277092435315,-0.6743242154527813,-0.8312770924353146
5,25,5.7064981600969205,25.916031485748945,-0.7064981600969205,-0.9160314857489453
5,25,5.70542923045885,26.158640981772155,-0.7054292304588499,-1.1586409817721552
5,25,5.727463671501757,25.84100159495044,-0.7274636715017566,-0.8410015949504412
5,25,5.69638516569739,25.17349796247581,-0.6963851656973903,-0.1734979624758104
5,25,5.71535924289936,25.27289722251356,-0.7153592428993596,-0.27289722251355997
5,25,5.71421294222888,26.036268122487098,-0.7142129422288797,-1.0362681224870975
5,25,5.700469697499223,25.79958224016303,-0.7004696974992228,-0.7995822401630299
5,25,5.738812242358199,25.26411273696389,-0.7388122423581986,-0.2641127369638916
5,35,5.734162927645609,25.281711546096872,-0.7341629276456088,9.718288453903128
5,35,5.765917204713803,25.68471569734502,-0.7659172047138032,9.31528430265498
5,35,5.758726032283474,29.82139742691308,-0.7587260322834739,5.17860257308692
5,35,5.850655758999723,34.79668016366851,-0.8506557589997232,0.2033198363314881
5,35,5.875137883042982,37.16453679577975,-0.8751378830429823,-2.164536795779753
5,35,5.801044655155801,37.697310275601545,-0.8010446551558008,-2.697310275601545
5,35,5.726272516471219,36.64843808539755,-0.7262725164712194,-1.6484380853975509
5,35,5.779443290069969,35.70045518767202,-0.7794432900699686,-0.70045518767202
5,35,5.783056084528429,36.05112639061626,-0.7830560845284289,-1.0511263906162611
5,35,5.72804465775224,35.77244232664586,-0.7280446577522399,-0.7724423266458587
5,35,5.758934540114844,34.86945028632831,-0.7589345401148444,0.13054971367169088
5,35,5.796524925479547,34.761151686848194,-0.796524925479547,0.23884831315180577
5,35,5.750817699043023,34.644816954962494,-0.7508176990430231,0.3551830450375064
5,35,5.800466238838272,34.23392970319072,-0.800466238838272,0.7660702968092821
5,35,5.771210968585925,34.4922315812573,-0.7712109685859252,0.5077684187426996
5,35,5.723702951593881,33.98355623425292,-0.7237029515938813,1.016443765747077
5,35,5.77418989924394,33.85759521444051,-0.7741898992439404,1.142404785559492
5,35,5.764624859925748,33.7773562536757,-0.7646248599257479,1.2226437463243016
5,35,5.736651938214477,33.76573660030977,-0.7366519382144769,1.234263399690228
5,35,5.756457319071183,33.93888979609145,-0.756457319071183,1.061110203908548
5,35,5.726093649781667,33.82608137765281,-0.7260936497816672,1.1739186223471876
5,35,5.745488998944997,33.382328914067095,-0.7454889989449969,1.6176710859329049
5,35,5.767320257002825,33.45932829941096,-0.767320257002825,1.5406717005890371
5,35,5.75889815586058,33.510478807318094,-0.7588981558605798,1.4895211926819059
5,35,5.736087729166853,33.822342654532825,-0.7360877291668526,1.1776573454671748
5,35,5.689967881275469,33.523718201560854,-0.6899678812754688,1.476281798439146
5,35,5.74584713302564,32.96459050049322,-0.7458471330256398,2.035409499506777
5,35,5.797559511573912,33.25456419969266,-0.7975595115739118,1.745435800307341
5,35,5.785625335202088,33.431421523240935,-0.7856253352020879,1.5685784767590647
5,35,5.746878442202978,33.36497770472995,-0.7468784422029779,1.6350222952700477
5,35,5.732886494490985,33.42617426354962,-0.7328864944909848,1.573825736450381
5,35,5.720815680985454,33.392105660871074,-0.7208156809854538,1.6078943391289258
5,35,5.788863928517223,33.31867960814867,-0.7888639285172232,1.6813203918513295
5,35,5.81723248524195,33.3576989207409,-0.8172324852419504,1.6423010792590986
5,35,5.74553088308355,32.98817410947029,-0.7455308830835499,2.011825890529707
5,35,5.753342534187519,33.02195116782416,-0.7533425341875191,1.978048832175837
5,35,5.770557004867055,33.49309344007132,-0.7705570048670554,1.5069065599286802
5,35,5.772481383709446,33.249900403228224,-0.7724813837094464,1.7500995967717756
5,35,5.765133598054252,32.84729851350386,-0.765133598054252,2.1527014864961416
5,35,5.741422734754181,32.95159386581793,-0.7414227347541811,2.0484061341820734
5,35,5.741703719252432,33.43011299570715,-0.7417037192524321,1.5698870042928519
5,35,5.781930206492305,33.31230573557747,-0.781930206492305,1.6876942644225323
5,35,5.788387195684468,33.28693813512735,-0.7883871956844679,1.7130618648726497
5,35,5.713930408963894,33.24588027105635,-0.7139304089638943,1.7541197289436496
5,35,5.716476770921048,33.11182413238617,-0.716476770921048,1.8881758676138318
5,35,5.745247137375938,33.59378590811542,-0.7452471373759382,1.4062140918845785
5,35,5.746196739992327,33.604774261892686,-0.7461967399923273,1.3952257381073139
5,35,5.743568943875384,33.099322460992795,-0.7435689438753839,1.900677539007205
5,35,5.768168473374447,32.82647715823219,-0.7681684733744474,2.173522841767813
5,35,5.768081196660034,33.18318147561372,-0.7680811966600336,1.816818524386278
5,35,5.768723861938941,33.54719815660239,-0.7687238619389412,1.4528018433976086
5,35,5.759700880557822,33.440329304520105,-0.7597008805578218,1.5596706954798947
5,35,5.750826044013914,33.51436129737584,-0.7508260440139143,1.4856387026241578
5,35,5.731694587450088,33.27796487020403,-0.7316945874500878,1.7220351297959695
5,35,5.772520759182901,33.627252774744505,-0.7725207591829006,1.3727472252554946
5,35,5.798391753941321,33.5959510205324,-0.7983917539413206,1.4040489794676034
5,35,5.762283816817302,33.658557750041695,-0.7622838168173018,1.3414422499583054
5,35,5.719472755373963,33.679922207051874,-0.719472755373963,1.3200777929481262
5,35,5.737458757237044,33.80817960753338,-0.7374587572370439,1.1918203924666173
5,35,5.775322142015488,33.954346201502574,-0.7753221420154883,1.0456537984974261
