Inclination,Orientation,M1,M2,M3
12.980570141190375,273.2811456565295,-0.006135923207582819,0.003707120271247953,-0.0014061490684043958
20.028253559980122,268.8757121595256,-0.03361974590821419,0.02978479390347493,0.02505501976429651
31.907711610074905,264.71755444410564,-0.07721036702875046,0.07439806889194167,0.0703074534202198
50.18452014650969,261.972938636544,-0.13997574817298306,0.13460681536634808,0.13294500283096108
73.67681731317711,261.4753908550816,-0.22025407680552492,0.19711653304359805,0.2081100621238506
68.0557641703978,260.4486740960262,-0.3163835403909891,0.238917509895256,0.2731764144709267
39.24932434614005,260.567096631323,-0.40970070583964446,0.26282204405813075,0.3165113721244804
17.327809828727027,269.90387584055645,-0.4820534669957252,0.2690857989992049,0.34616833429446403
6.205689416414643,315.4100573403354,-0.5381715979984097,0.2657621739284308,0.35971849804454276
7.509892667937117,21.525542185812444,-0.5746036420434327,0.2623107171241655,0.3537104065704512
10.402780927142123,39.36772414537593,-0.592116589531742,0.26563434219493953,0.35383823830394256
12.040448817228045,45.27203892959187,-0.5932670751331638,0.2664013325958874,0.35703403164122527
12.955264449969876,48.079127349106045,-0.5922444212652334,0.26627350086239604,0.35716186337471656
13.227490152899112,50.28442450213772,-0.5903269452628637,0.26397252965955254,0.35703403164122527
13.320219604969044,52.29397115719819,-0.590454776996355,0.2637168661925699,0.3563948729737687
13.359169173787656,52.85376631065622,-0.5919887577982507,0.2652508469944656,0.3547330604383817
13.275995669716771,52.98021913354087,-0.5923722529987246,0.2670404912633439,0.3562670412402774
13.212579332880852,52.684666820785694,-0.5923722529987246,0.26601783739541346,0.35831234897613834
13.11300421556013,52.80829555325925,-0.5914774308642855,0.26346120272558726,0.3579288537756644
13.10230765487625,53.20809677875131,-0.5907104404633376,0.26499518352748297,0.35358257483695993
13.013602829763473,52.71437914093064,-0.5907104404633376,0.2664013325958874,0.35562788257282085
12.794194534052032,52.77875134633027,-0.5913495991307941,0.2664013325958874,0.3579288537756644
12.763291263067888,52.74069443096763,-0.5923722529987246,0.2648673517939917,0.3580566855091557
12.749319109587526,52.763120687859335,-0.5925000847322159,0.2637168661925699,0.3547330604383817
12.729519568849845,52.911765700144215,-0.592116589531742,0.26397252965955254,0.3546052287048904
12.653105388390253,52.409831376028265,-0.5908382721968289,0.2665291643293787,0.35652270470726005
12.621812424858346,52.261836380569825,-0.5907104404633376,0.2667848277963613,0.3579288537756644
12.58829289975583,52.6022198612134,-0.5908382721968289,0.2647395200605004,0.3578010220421731
12.530908852831118,52.300891792727626,-0.5925000847322159,0.2635890344590786,0.3547330604383817
12.559905040121574,52.47138655293987,-0.5925000847322159,0.26461168832700904,0.354860892171873
12.5233082394852,52.39555060773325,-0.5922444212652334,0.2664013325958874,0.35652270470726005
12.52694003024214,51.934076591245315,-0.5910939356638115,0.2664013325958874,0.3576731903086818
12.596408203841564,52.434673859182766,-0.5905826087298462,0.2653786787279569,0.3576731903086818
12.556734410593275,52.53547204150265,-0.5907104404633376,0.2638446979260612,0.35537221910583827
12.659022042795137,52.44736960386461,-0.5919887577982507,0.26397252965955254,0.354860892171873
12.668246897031601,52.471322304986494,-0.5923722529987246,0.26614566912890475,0.35537221910583827
12.762181224017356,52.3773608032926,-0.5923722529987246,0.2669126595298526,0.3576731903086818
12.862982451609415,52.691639028104646,-0.5919887577982507,0.26589000566192217,0.3576731903086818
12.915486036192641,52.62670033600482,-0.5910939356638115,0.26333337099209597,0.35677836817424263
13.112374184568834,53.03371127120618,-0.5905826087298462,0.26499518352748297,0.354860892171873
13.19228145665111,53.11228967134994,-0.5907104404633376,0.26665699606286997,0.3560113777732948
