Time(s),Roll,Pitch,Yaw
44.43,17.5,13.95,6411.81
44.46,-38.04,-38.49,6411.81
44.49,5.93,9.95,6411.81
44.52,33.31,31.1,6411.81
44.55,-27.55,-30.22,6411.81
44.58,-14.27,-10.35,6411.81
44.61,38.68,38.93,6411.81
44.64,-9.22,-12.87,6411.81
44.67,-31.35,-28.4,6411.81
44.7,29.92,32.68,6411.81
44.73,11.26,7.55,6411.81
44.76,-38.73,-38.18,6411.81
44.79,12.34,16.23,6411.81
44.82,29.22,26.34,6411.81
44.85,-32.07,-34.08,6411.81
44.88,-8.22,-4.1,6411.81
44.91,38.58,37.92,6411.81
44.94,-15.14,-18.71,6411.81
44.97,-26.85,-23.5,6411.81
45.0,33.81,36.0,6411.81
45.03,5.17,1.38,6411.81
45.06,-37.92,-36.57,6411.81
45.09,18.09,21.8,6411.81
45.12,24.37,21.2,6411.81
45.15,-35.43,-36.82,6411.81
45.19,-1.92,2.09,6411.81
45.22,37.11,35.63,6411.81
45.25,-21.01,-24.12,6411.81
45.28,-21.76,-17.97,6411.81
45.31,36.8,38.11,6411.81
45.34,-1.01,-4.86,6411.81
45.37,-35.88,-33.74,6411.81
45.4,23.53,26.9,6411.81
45.43,19.06,15.62,6411.81
45.46,-37.7,-38.32,6411.81
45.49,4.07,8.05,6411.81
45.52,34.54,32.45,6411.81
45.55,-25.95,-28.72,6411.81
45.58,-16.45,-12.56,6411.81
45.61,38.35,38.96,6411.81
45.64,-6.77,-10.48,6411.81
45.67,-32.98,-30.26,6411.81
45.7,28.04,31.04,6411.81
45.73,13.88,10.22,6411.81
45.76,-38.66,-38.52,6411.81
45.79,9.54,13.49,6411.81
45.82,31.17,28.59,6411.81
45.85,-30.1,-32.47,6411.81
45.88,-11.08,-7.07,6411.81
45.91,38.78,38.62,6411.81
45.94,-12.29,-15.88,6411.81
45.98,-29.2,-26.09,6411.81
46.01,31.96,34.48,6411.81
46.04,8.31,4.6,6411.81
46.07,-38.54,-37.6,6411.81
46.1,15.09,18.89,6411.81
46.13,27.04,24.02,6411.81
46.16,-33.7,-35.51,6411.81
46.19,-5.38,-1.34,6411.81
46.22,38.06,37.11,6411.81
46.25,-17.79,-21.13,6411.81
46.28,-24.71,-21.21,6411.81
46.31,35.21,37.04,6411.81
46.34,2.6,-1.24,6411.81
46.37,-37.27,-35.53,6411.81
46.4,20.35,23.96,6411.81
46.43,22.37,19.0,6411.81
46.46,-36.43,-37.55,6411.81
46.49,0.34,4.44,6411.81
46.52,36.15,34.49,6411.81
46.55,-22.91,-26.0,6411.81
46.58,-19.67,-15.9,6411.81
46.61,37.51,38.61,6411.81
46.64,-3.34,-7.13,6411.81
46.67,-34.8,-32.4,6411.81
46.7,25.45,28.65,6411.81
46.73,17.03,13.41,6411.81
46.76,-38.17,-38.5,6411.81
46.79,6.32,10.36,6411.81
46.82,33.15,30.86,6411.81
46.85,-27.76,-30.4,6411.81
46.88,-14.12,-10.18,6411.81
46.92,38.69,38.92,6411.81
46.95,-9.33,-12.98,6411.81
46.98,-31.22,-28.38,6411.81
47.01,29.97,32.75,6411.81
47.04,11.2,7.52,6411.81
47.07,-38.75,-38.21,6411.81
47.1,12.28,16.16,6411.81
47.13,29.3,26.41,6411.81
47.16,-31.96,-34.03,6411.81
47.19,-8.34,-4.24,6411.81
47.22,38.57,37.99,6411.81
47.25,-15.05,-18.58,6411.81
47.28,-26.98,-23.66,6411.81
47.31,33.76,35.92,6411.81
47.34,5.37,1.6,6411.81
47.37,-37.98,-36.66,6411.81
47.4,17.86,21.57,6411.81
47.43,24.63,21.45,6411.81
47.46,-35.26,-36.71,6411.81
47.49,-2.33,1.76,6411.81
